parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,16864.87,47,301,32,direct,rf4_s4__
416,18443.33,64,305,32,direct,rf4_s4__
480,17810.47,71,409,32,direct,rf4_s4__
544,18580.6,84,452,32,direct,rf4_s4__
608,18784.47,103,388,32,direct,rf4_s4__
32,8142.0,5,91,32,direct,rf4_s4__
672,18938.8,112,443,32,direct,rf4_s4__
736,19337.67,128,492,32,direct,rf4_s4__
800,17145.47,116,2289,32,direct,rf4_s4__
864,19311.6,151,631,32,direct,rf4_s4__
928,17755.67,142,1677,32,direct,rf4_s4__
992,18956.33,166,1371,32,direct,rf4_s4__
1056,19560.13,187,636,32,direct,rf4_s4__
1120,18180.13,168,1887,32,direct,rf4_s4__
1184,19266.87,206,1177,32,direct,rf4_s4__
1248,19676.0,230,697,32,direct,rf4_s4__
96,11319.6,11,172,32,direct,rf4_s4__
1312,17562.93,687,1641,32,direct,rf4_s4__
1376,19027.93,228,1551,32,direct,rf4_s4__
1440,19280.53,236,1582,32,direct,rf4_s4__
1504,18011.4,336,1655,32,direct,rf4_s4__
1568,18094.33,266,1574,32,direct,rf4_s4__
1632,16551.4,733,1600,32,direct,rf4_s4__
1696,19348.73,296,940,32,direct,rf4_s4__
1760,18846.27,516,1587,32,direct,rf4_s4__
1824,15221.93,382,1943,32,direct,rf4_s4__
1888,17963.87,319,1145,32,direct,rf4_s4__
160,15044.2,15,186,32,direct,rf4_s4__
1952,18935.6,314,1428,32,direct,rf4_s4__
2016,17138.33,731,1505,32,direct,rf4_s4__
2080,17631.27,342,1127,32,direct,rf4_s4__
2144,17891.8,354,1130,32,direct,rf4_s4__
2208,17796.07,606,1369,32,direct,rf4_s4__
224,15621.87,26,225,32,direct,rf4_s4__
288,16841.0,36,255,32,direct,rf4_s4__
