parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
1408,38105.8,3,271,32,solrj,rf64_s1_
1664,37642.3,4,323,32,solrj,rf64_s1_
1920,37243.1,4,399,32,solrj,rf64_s1_
2176,37024.3,4,458,32,solrj,rf64_s1_
2432,36778.4,4,515,32,solrj,rf64_s1_
128,32356.0,1,6,32,solrj,rf64_s1_
2688,36792.1,4,573,32,solrj,rf64_s1_
2944,36519.3,4,638,32,solrj,rf64_s1_
384,46579.5,2,14,32,solrj,rf64_s1_
640,49733.1,2,36,32,solrj,rf64_s1_
896,43744.3,3,131,32,solrj,rf64_s1_
1152,39603.3,3,205,32,solrj,rf64_s1_
