parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,7303.13,181,373,32,direct,rf2_s32_
416,7900.0,195,399,32,direct,rf2_s32_
480,8204.47,214,431,32,direct,rf2_s32_
544,8605.87,232,452,32,direct,rf2_s32_
608,8893.87,246,492,32,direct,rf2_s32_
32,2773.73,13,183,32,direct,rf2_s32_
672,8999.33,267,522,32,direct,rf2_s32_
736,9417.47,281,538,32,direct,rf2_s32_
800,9518.67,297,578,32,direct,rf2_s32_
864,9755.53,312,655,32,direct,rf2_s32_
928,9681.27,330,745,32,direct,rf2_s32_
992,9946.53,348,766,32,direct,rf2_s32_
1056,9626.93,370,827,32,direct,rf2_s32_
1120,9595.4,394,1016,32,direct,rf2_s32_
1184,9628.93,417,964,32,direct,rf2_s32_
1248,9944.07,428,973,32,direct,rf2_s32_
96,3906.87,53,241,32,direct,rf2_s32_
1312,9631.33,456,1016,32,direct,rf2_s32_
1376,9153.27,486,1041,32,direct,rf2_s32_
1440,9772.07,496,956,32,direct,rf2_s32_
1504,9485.67,510,1001,32,direct,rf2_s32_
1568,9431.8,538,943,32,direct,rf2_s32_
1632,9731.87,558,903,32,direct,rf2_s32_
1696,9786.93,576,848,32,direct,rf2_s32_
1760,9732.87,589,759,32,direct,rf2_s32_
1824,9946.13,609,737,32,direct,rf2_s32_
1888,9816.93,635,689,32,direct,rf2_s32_
160,4954.87,127,294,32,direct,rf2_s32_
1952,9938.67,651,661,32,direct,rf2_s32_
2016,9827.67,677,629,32,direct,rf2_s32_
2080,9788.27,701,581,32,direct,rf2_s32_
2144,9647.93,729,589,32,direct,rf2_s32_
2208,9212.53,757,575,32,direct,rf2_s32_
224,5974.53,145,322,32,direct,rf2_s32_
288,6711.27,164,346,32,direct,rf2_s32_
