parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,6875.87,191,406,32,direct,rf3_s32_
416,7234.4,212,427,32,direct,rf3_s32_
480,7758.07,227,460,32,direct,rf3_s32_
544,7812.2,249,507,32,direct,rf3_s32_
608,8234.53,269,549,32,direct,rf3_s32_
32,2813.33,12,180,32,direct,rf3_s32_
672,8428.47,282,574,32,direct,rf3_s32_
736,8720.87,302,606,32,direct,rf3_s32_
800,8848.67,318,719,32,direct,rf3_s32_
864,8969.0,341,830,32,direct,rf3_s32_
928,9019.53,362,879,32,direct,rf3_s32_
992,9097.13,383,932,32,direct,rf3_s32_
1056,8898.2,402,922,32,direct,rf3_s32_
1120,9068.67,425,1037,32,direct,rf3_s32_
1184,9221.33,441,1016,32,direct,rf3_s32_
1248,9100.0,466,1010,32,direct,rf3_s32_
96,3692.27,63,274,32,direct,rf3_s32_
1312,8969.0,483,977,32,direct,rf3_s32_
1376,9192.8,511,1004,32,direct,rf3_s32_
1440,9167.53,526,974,32,direct,rf3_s32_
1504,9294.67,549,979,32,direct,rf3_s32_
1568,9034.27,570,872,32,direct,rf3_s32_
1632,8803.8,607,861,32,direct,rf3_s32_
1696,8765.0,619,746,32,direct,rf3_s32_
1760,8834.6,639,714,32,direct,rf3_s32_
1824,9257.6,654,661,32,direct,rf3_s32_
1888,9033.27,681,649,32,direct,rf3_s32_
160,4884.67,129,303,32,direct,rf3_s32_
1952,8899.27,716,611,32,direct,rf3_s32_
2016,8627.6,770,638,32,direct,rf3_s32_
2080,9102.6,754,546,32,direct,rf3_s32_
2144,8272.33,800,639,32,direct,rf3_s32_
2208,9080.13,800,528,32,direct,rf3_s32_
224,6014.6,145,322,32,direct,rf3_s32_
288,6354.73,172,375,32,direct,rf3_s32_
