parallel_requests,QPS,median_lat,P95_latency(ms),clustersize,query,rfshards,GROUP,fcts
576,80283.9,1.9794966522797581,37.08031763254977,2,solrj,rf2_s1__,11,0.0005581378936767578--0.0011138916015625--0.0012447834014892578--0.0013346672058105469--0.0014126300811767578--0.0014851093292236328--0.0015606880187988281--0.0016412734985351562--0.001734018325805664--0.0018415451049804688--0.0019621849060058594--0.002106904983520508--0.0022780895233154297--0.002485036849975586--0.0027589797973632812--0.0031158924102783203--0.0036325454711914062--0.004469394683837891--0.006312847137451172--0.019582509994506836
681,79708.2,1.9764770288706177,40.2147173003701,2,solrj,rf2_s1__,11,0.0005831718444824219--0.0011272430419921875--0.0012478828430175781--0.0013396739959716797--0.0014159679412841797--0.001489400863647461--0.0015625953674316406--0.0016431808471679688--0.0017328262329101562--0.0018341541290283203--0.0019576549530029297--0.002098560333251953--0.002269268035888672--0.00247955322265625--0.002740621566772461--0.0031027793884277344--0.003624439239501953--0.004473209381103516--0.00630497932434082--0.021004438400268555
786,78133.9,1.9402196035360741,40.85170856827055,2,solrj,rf2_s1__,11,0.000553131103515625--0.001131296157836914--0.001245737075805664--0.0013310909271240234--0.0014061927795410156--0.0014777183532714844--0.0015501976013183594--0.0016241073608398438--0.001707315444946289--0.001806497573852539--0.0019185543060302734--0.002054452896118164--0.0022177696228027344--0.002414703369140625--0.0026688575744628906--0.0030107498168945312--0.003489255905151367--0.0042765140533447266--0.005872011184692383--0.016109943389892578
891,84906.5,1.9965259007045202,59.741957255772185,2,solrj,rf2_s1__,11,0.0005548000335693359--0.0011150836944580078--0.0012352466583251953--0.0013239383697509766--0.0014023780822753906--0.0014789104461669922--0.0015568733215332031--0.001641988754272461--0.0017385482788085938--0.0018486976623535156--0.0019745826721191406--0.0021233558654785156--0.002302885055541992--0.0025224685668945312--0.002806425094604492--0.0032041072845458984--0.0037827491760253906--0.004770755767822266--0.007181882858276367--0.03686714172363281
96,64313.1,1.1132614953177316,4.551101704033053,2,solrj,rf2_s1__,11,0.0005064010620117188--0.0007786750793457031--0.0008504390716552734--0.00089263916015625--0.0009291172027587891--0.0009596347808837891--0.0009875297546386719--0.0010161399841308594--0.0010471343994140625--0.001081705093383789--0.0011191368103027344--0.0011646747589111328--0.0012199878692626953--0.0012898445129394531--0.001374959945678711--0.0014812946319580078--0.0016236305236816406--0.0018668174743652344--0.0022995471954345703--0.00386810302734375
996,82801.1,2.0710014115691306,54.60142655367798,2,solrj,rf2_s1__,11,0.0005967617034912109--0.0011603832244873047--0.0012750625610351562--0.0013682842254638672--0.001447916030883789--0.0015265941619873047--0.001607656478881836--0.0016980171203613281--0.0017993450164794922--0.001916646957397461--0.002051115036010742--0.0022029876708984375--0.002390623092651367--0.002621173858642578--0.002914905548095703--0.003302335739135742--0.0038526058197021484--0.0047647953033447266--0.006857633590698242--0.024411678314208984
144,8155.7,18.11611489073871,36.91360885149812,2,solrj,rf2_s2__,21,0.0015587806701660156--0.005742311477661133--0.0077707767486572266--0.009293794631958008--0.010670900344848633--0.012059211730957031--0.013383626937866211--0.014669656753540039--0.01582050323486328--0.016982078552246094--0.018088102340698242--0.019266366958618164--0.020562410354614258--0.021796464920043945--0.02316451072692871--0.024630069732666016--0.02633213996887207--0.028499841690063477--0.03131437301635742--0.0362851619720459
192,8738.2,22.154769946619407,49.49873993077229,2,solrj,rf2_s2__,21,0.0013225078582763672--0.004929780960083008--0.007828235626220703--0.010220050811767578--0.012344598770141602--0.014320850372314453--0.01605963706970215--0.01770758628845215--0.019240856170654297--0.020826339721679688--0.022316455841064453--0.023825883865356445--0.02544260025024414--0.027114391326904297--0.02900242805480957--0.031122207641601562--0.03346371650695801--0.03658652305603027--0.04085135459899902--0.04864215850830078
240,8639.8,28.486839010695782,62.99025559228314,2,solrj,rf2_s2__,21,0.001912832260131836--0.0070552825927734375--0.010214090347290039--0.012832164764404297--0.015246391296386719--0.017702341079711914--0.02000737190246582--0.022191762924194336--0.024371623992919922--0.026419401168823242--0.028460264205932617--0.03038930892944336--0.03227996826171875--0.034464359283447266--0.03692007064819336--0.039422035217285156--0.042462825775146484--0.04632735252380371--0.05180048942565918--0.06174063682556152
288,9121.0,32.33735232517637,71.704232281652,2,solrj,rf2_s2__,21,0.0013287067413330078--0.008699417114257812--0.01286172866821289--0.016063451766967773--0.018929243087768555--0.021451473236083984--0.02393054962158203--0.02608013153076172--0.02814316749572754--0.03030109405517578--0.03235173225402832--0.034438133239746094--0.036574602127075195--0.03876686096191406--0.04112887382507324--0.043851613998413086--0.047138214111328125--0.051421165466308594--0.05720210075378418--0.06970405578613281
336,9238.6,36.991143367699614,82.374056415445,2,solrj,rf2_s2__,21,0.0015099048614501953--0.00972604751586914--0.014958381652832031--0.0188443660736084--0.02209639549255371--0.024939298629760742--0.027539491653442383--0.030024051666259766--0.03236079216003418--0.03457474708557129--0.03687000274658203--0.03923153877258301--0.041661977767944336--0.04424405097961426--0.04703521728515625--0.05009603500366211--0.05370020866394043--0.05850648880004883--0.06533312797546387--0.07971405982971191
384,9598.9,41.27412200591725,92.42648843656549,2,solrj,rf2_s2__,21,0.0012214183807373047--0.009545326232910156--0.01576399803161621--0.020398616790771484--0.024143695831298828--0.02737736701965332--0.030322790145874023--0.03322577476501465--0.03603386878967285--0.038718223571777344--0.04131317138671875--0.04402565956115723--0.04675412178039551--0.04984259605407715--0.05324387550354004--0.05677533149719238--0.061173200607299805--0.0667264461517334--0.0746302604675293--0.08955073356628418
432,9969.1,44.28612801336473,98.22170745392549,2,solrj,rf2_s2__,21,0.0013430118560791016--0.010211706161499023--0.016737699508666992--0.021432161331176758--0.025345563888549805--0.02900218963623047--0.03215432167053223--0.035251617431640625--0.038204193115234375--0.041132450103759766--0.044167280197143555--0.04718279838562012--0.05028581619262695--0.05352425575256348--0.057201385498046875--0.0613400936126709--0.06602978706359863--0.07198047637939453--0.08070039749145508--0.09642815589904785
480,9712.8,50.98191435406317,115.88342160110157,2,solrj,rf2_s2__,21,0.0014617443084716797--0.010049819946289062--0.016814708709716797--0.0224611759185791--0.02726292610168457--0.03161334991455078--0.035684823989868164--0.03967428207397461--0.04339790344238281--0.04711198806762695--0.05084228515625--0.05471181869506836--0.05859947204589844--0.06276583671569824--0.0672614574432373--0.0726172924041748--0.07856941223144531--0.0861051082611084--0.09608960151672363--0.11369824409484863
48,7563.4,6.096487045288086,12.919502258300781,2,solrj,rf2_s2__,21,0.0014102458953857422--0.003175497055053711--0.003718852996826172--0.004110813140869141--0.004439592361450195--0.0047266483306884766--0.005034685134887695--0.005308866500854492--0.005573749542236328--0.0058705806732177734--0.006197452545166016--0.006546974182128906--0.006891965866088867--0.00725245475769043--0.007674455642700195--0.008239984512329102--0.00883173942565918--0.00958561897277832--0.01066279411315918--0.012756109237670898
528,10007.0,54.088450377842165,123.91398043002722,2,solrj,rf2_s2__,21,0.0013082027435302734--0.009707450866699219--0.01909923553466797--0.025582075119018555--0.030913114547729492--0.0354764461517334--0.039588212966918945--0.04341721534729004--0.04727745056152344--0.050905466079711914--0.05453658103942871--0.05827188491821289--0.062198638916015625--0.06640958786010742--0.07104253768920898--0.07591915130615234--0.08186888694763184--0.08985137939453125--0.1008918285369873--0.12097740173339844
576,11154.6,54.606484375132226,127.24685255741537,2,solrj,rf2_s2__,21,0.0013871192932128906--0.006730794906616211--0.012220144271850586--0.019465923309326172--0.026983261108398438--0.03318905830383301--0.03864431381225586--0.04353165626525879--0.04812812805175781--0.05250215530395508--0.05682229995727539--0.06118297576904297--0.06581664085388184--0.07082843780517578--0.07620954513549805--0.08220076560974121--0.08858227729797363--0.09612727165222168--0.10670256614685059--0.12559103965759277
681,9798.7,65.88288564977829,202.80408119697515,2,solrj,rf2_s2__,21,0.001329183578491211--0.006731271743774414--0.011427164077758789--0.01708531379699707--0.023767948150634766--0.031101703643798828--0.03824782371520996--0.04511666297912598--0.05224156379699707--0.05932116508483887--0.06662225723266602--0.07388806343078613--0.08137249946594238--0.08931851387023926--0.09795188903808594--0.10772132873535156--0.12002038955688477--0.1359083652496338--0.1627182960510254--0.19919466972351074
