parallel_requests,QPS,median_lat,P95_latency(ms),clustersize,query,rfshards,GROUP,fcts
786,8555.3,49.54769332687576,371.5067804633797,2,solrj,rf2_s2__,21,0.0014383792877197266--0.004072666168212891--0.005506277084350586--0.0069615840911865234--0.008646249771118164--0.01063990592956543--0.013176679611206055--0.016541004180908203--0.02186131477355957--0.030183076858520508--0.04287552833557129--0.05936098098754883--0.07886815071105957--0.10588979721069336--0.13319063186645508--0.15856623649597168--0.18950390815734863--0.2370917797088623--0.2828347682952881--0.34862685203552246
891,8725.2,53.41186284734751,420.25273406036706,2,solrj,rf2_s2__,21,0.0015184879302978516--0.004105567932128906--0.0055768489837646484--0.007203578948974609--0.009137153625488281--0.011521339416503906--0.014599323272705078--0.019032716751098633--0.025682449340820312--0.03518867492675781--0.04733610153198242--0.06306028366088867--0.07867741584777832--0.09890866279602051--0.12350726127624512--0.15801692008972168--0.1985938549041748--0.24781107902526855--0.3152785301208496--0.40169763565063477
96,8129.1,11.695032217064682,24.30696390113052,2,solrj,rf2_s2__,21,0.0016260147094726562--0.004731655120849609--0.005898714065551758--0.006833314895629883--0.007660388946533203--0.008414268493652344--0.009098052978515625--0.009783267974853516--0.01044607162475586--0.011130571365356445--0.011779308319091797--0.012465476989746094--0.013171195983886719--0.014028549194335938--0.0149383544921875--0.015957355499267578--0.017094850540161133--0.018526792526245117--0.020453929901123047--0.023944377899169922
996,8200.4,61.08278728065569,573.1389549259255,2,solrj,rf2_s2__,21,0.0014045238494873047--0.0036284923553466797--0.004639863967895508--0.005984306335449219--0.007691383361816406--0.009871959686279297--0.012642621994018555--0.01678609848022461--0.022884130477905273--0.03331351280212402--0.0493016242980957--0.07001805305480957--0.09499144554138184--0.12227845191955566--0.1555633544921875--0.1924149990081787--0.24108195304870605--0.3059215545654297--0.39618468284606934--0.5201234817504883
144,76610.3,1.4569400108023867,5.149171776967506,2,solrj,rf4_s1__,12,0.0005574226379394531--0.0008707046508789062--0.0009453296661376953--0.0010023117065429688--0.0010533332824707031--0.0011069774627685547--0.0011653900146484375--0.001226186752319336--0.001295328140258789--0.0013689994812011719--0.0014526844024658203--0.0015480518341064453--0.0016560554504394531--0.0017902851104736328--0.0019617080688476562--0.002179861068725586--0.002442598342895508--0.002824068069458008--0.003473520278930664--0.0048334598541259766
192,84265.2,1.6732756624516754,7.03759906218224,2,solrj,rf4_s1__,12,0.0005507469177246094--0.0009284019470214844--0.0010068416595458984--0.0010786056518554688--0.0011479854583740234--0.0012166500091552734--0.0012924671173095703--0.001375436782836914--0.0014619827270507812--0.0015568733215332031--0.0016658306121826172--0.0017824172973632812--0.0019233226776123047--0.0020945072174072266--0.0023093223571777344--0.00257110595703125--0.0029392242431640625--0.003459453582763672--0.00433349609375--0.006494760513305664
240,86602.0,1.8820188846825565,8.49180399629585,2,solrj,rf4_s1__,12,0.0005936622619628906--0.0009953975677490234--0.0010938644409179688--0.0011758804321289062--0.0012581348419189453--0.0013442039489746094--0.0014336109161376953--0.0015256404876708984--0.0016262531280517578--0.0017409324645996094--0.0018694400787353516--0.0020160675048828125--0.0021855831146240234--0.0023839473724365234--0.002638101577758789--0.002973318099975586--0.0034236907958984375--0.004065513610839844--0.005182743072509766--0.007826805114746094
288,87051.6,2.080760330989443,11.325181763747644,2,solrj,rf4_s1__,12,0.0005688667297363281--0.001058816909790039--0.0011677742004394531--0.0012655258178710938--0.0013589859008789062--0.0014543533325195312--0.0015556812286376953--0.0016641616821289062--0.0017812252044677734--0.0019137859344482422--0.002063751220703125--0.0022344589233398438--0.0024366378784179688--0.0026831626892089844--0.002991914749145508--0.003383636474609375--0.003935337066650391--0.0047872066497802734--0.006383180618286133--0.010156393051147461
336,87992.9,2.320378489748261,12.598379829226161,2,solrj,rf4_s1__,12,0.0005400180816650391--0.0011327266693115234--0.001268625259399414--0.0013821125030517578--0.0014925003051757812--0.0016047954559326172--0.0017197132110595703--0.0018439292907714844--0.001981019973754883--0.002127408981323242--0.002299070358276367--0.0024979114532470703--0.0027229785919189453--0.003002166748046875--0.003351449966430664--0.0038123130798339844--0.004436492919921875--0.005341529846191406--0.007068634033203125--0.01145029067993164
384,90789.1,2.5040294222263473,13.953765439245984,2,solrj,rf4_s1__,12,0.0005643367767333984--0.0011818408966064453--0.0013275146484375--0.0014505386352539062--0.001573324203491211--0.0017015933990478516--0.0018322467803955078--0.0019707679748535156--0.0021169185638427734--0.0022878646850585938--0.002475261688232422--0.0026922225952148438--0.0029420852661132812--0.0032629966735839844--0.0036695003509521484--0.004173755645751953--0.004880189895629883--0.00594019889831543--0.00792074203491211--0.012675046920776367
432,90147.8,2.689107736318822,16.555308745034022,2,solrj,rf4_s1__,12,0.0005271434783935547--0.0012249946594238281--0.0013866424560546875--0.0015223026275634766--0.001653432846069336--0.0017902851104736328--0.0019352436065673828--0.0020873546600341797--0.002257823944091797--0.0024449825286865234--0.0026628971099853516--0.002904176712036133--0.0031976699829101562--0.0035469532012939453--0.003989458084106445--0.0045642852783203125--0.0053904056549072266--0.006635427474975586--0.008907556533813477--0.01458120346069336
480,90821.1,2.8260031181746994,17.823561098565698,2,solrj,rf4_s1__,12,0.0005857944488525391--0.0012857913970947266--0.001451253890991211--0.0015938282012939453--0.0017330646514892578--0.0018763542175292969--0.0020303726196289062--0.002189159393310547--0.0023682117462158203--0.0025649070739746094--0.002791881561279297--0.003055095672607422--0.0033707618713378906--0.0037539005279541016--0.004221200942993164--0.004819154739379883--0.005709409713745117--0.007008790969848633--0.009435653686523438--0.01563096046447754
48,37278.4,1.0172224044799805,3.4545469284057617,2,solrj,rf4_s1__,12,0.0005908012390136719--0.0007648468017578125--0.0008299350738525391--0.0008704662322998047--0.0009000301361083984--0.0009241104125976562--0.0009472370147705078--0.0009682178497314453--0.0009889602661132812--0.0010104179382324219--0.001032114028930664--0.0010561943054199219--0.0010809898376464844--0.0011138916015625--0.0011491775512695312--0.0011990070343017578--0.0012693405151367188--0.0013651847839355469--0.0015385150909423828--0.002178668975830078
528,92685.9,2.9191150557115986,19.440607673053705,2,solrj,rf4_s1__,12,0.0005550384521484375--0.0012788772583007812--0.0014619827270507812--0.0016131401062011719--0.0017588138580322266--0.0019118785858154297--0.0020792484283447266--0.0022487640380859375--0.0024394989013671875--0.002647876739501953--0.0028901100158691406--0.0031723976135253906--0.003507375717163086--0.00390934944152832--0.004413604736328125--0.005059242248535156--0.005925178527832031--0.007341146469116211--0.009876728057861328--0.016299962997436523
576,95505.4,3.0465142537153302,20.038177810325756,2,solrj,rf4_s1__,12,0.0005850791931152344--0.0012774467468261719--0.0014843940734863281--0.0016474723815917969--0.001809835433959961--0.0019712448120117188--0.0021429061889648438--0.0023288726806640625--0.0025320053100585938--0.002759218215942383--0.003013134002685547--0.003316640853881836--0.003673553466796875--0.00411534309387207--0.004664421081542969--0.00535273551940918--0.006351470947265625--0.00786280632019043--0.010509252548217773--0.01712179183959961
681,96883.6,3.141659105609277,21.44563412238024,2,solrj,rf4_s1__,12,0.0005576610565185547--0.0012619495391845703--0.0014748573303222656--0.001641988754272461--0.0018131732940673828--0.0019822120666503906--0.0021660327911376953--0.0023670196533203125--0.002580404281616211--0.002827167510986328--0.0031042098999023438--0.003429889678955078--0.003813028335571289--0.004267454147338867--0.004823207855224609--0.00556492805480957--0.0065958499908447266--0.008171796798706055--0.010920524597167969--0.018091678619384766
786,98184.5,3.530320417078048,26.97750941459379,2,solrj,rf4_s1__,12,0.0005767345428466797--0.0013315677642822266--0.0015583038330078125--0.0017499923706054688--0.0019402503967285156--0.0021407604217529297--0.002355813980102539--0.002590179443359375--0.002848386764526367--0.003139972686767578--0.0034809112548828125--0.0038726329803466797--0.004332304000854492--0.004882335662841797--0.005577564239501953--0.0064678192138671875--0.007714748382568359--0.009574413299560547--0.01281595230102539--0.0215146541595459
891,98152.6,3.8680558290956246,31.198448185467612,2,solrj,rf4_s1__,12,0.0005838871002197266--0.0013353824615478516--0.001562356948852539--0.0017690658569335938--0.0019779205322265625--0.0022034645080566406--0.002447843551635742--0.0027246475219726562--0.0030443668365478516--0.00339508056640625--0.0038051605224609375--0.004282951354980469--0.0048558712005615234--0.005548954010009766--0.006417989730834961--0.0075533390045166016--0.009125947952270508--0.011511087417602539--0.015712261199951172--0.026747703552246094
96,63136.0,1.1372833835835359,4.325105219471212,2,solrj,rf4_s1__,12,0.0005192756652832031--0.0007836818695068359--0.0008525848388671875--0.0008976459503173828--0.0009336471557617188--0.0009648799896240234--0.0009946823120117188--0.001026153564453125--0.0010585784912109375--0.0010945796966552734--0.0011401176452636719--0.0011942386627197266--0.00125885009765625--0.00133514404296875--0.0014281272888183594--0.001547098159790039--0.001714468002319336--0.001977682113647461--0.002451658248901367--0.0036988258361816406
996,100424.2,3.889679542705493,31.434436659485925,2,solrj,rf4_s1__,12,0.0005519390106201172--0.0013365745544433594--0.0015676021575927734--0.0017809867858886719--0.001996755599975586--0.0022301673889160156--0.0024864673614501953--0.002760171890258789--0.0030660629272460938--0.003419160842895508--0.003821134567260742--0.00429844856262207--0.0048601627349853516--0.0055387020111083984--0.006381034851074219--0.0074748992919921875--0.009016275405883789--0.011290788650512695--0.01516103744506836--0.025974512100219727
144,108190.1,1.001374362266227,3.3319567980831617,4,solrj,rf4_s1__,11,0.0005109310150146484--0.0007359981536865234--0.0008041858673095703--0.00084686279296875--0.0008764266967773438--0.0008993148803710938--0.0009210109710693359--0.0009417533874511719--0.0009627342224121094--0.0009834766387939453--0.0010056495666503906--0.0010294914245605469--0.001056671142578125--0.0010929107666015625--0.001138448715209961--0.0011980533599853516--0.001277923583984375--0.001386880874633789--0.0015859603881835938--0.002328157424926758
192,129293.8,1.0482969972276197,4.474856189845764,4,solrj,rf4_s1__,11,0.00045180320739746094--0.0007433891296386719--0.0008111000061035156--0.0008537769317626953--0.0008845329284667969--0.0009114742279052734--0.00093841552734375--0.0009639263153076172--0.000990152359008789--0.0010170936584472656--0.001049041748046875--0.001087188720703125--0.0011336803436279297--0.0011985301971435547--0.001272439956665039--0.0013751983642578125--0.0015141963958740234--0.0017609596252441406--0.0022132396697998047--0.0040264129638671875
240,138713.8,1.2006936979687903,4.693265788811297,4,solrj,rf4_s1__,11,0.0005269050598144531--0.0007927417755126953--0.0008656978607177734--0.0009126663208007812--0.0009503364562988281--0.0009856224060058594--0.0010209083557128906--0.0010569095611572266--0.0010950565338134766--0.0011417865753173828--0.0011966228485107422--0.0012614727020263672--0.0013384819030761719--0.0014386177062988281--0.0015642642974853516--0.0017282962799072266--0.0019681453704833984--0.002301931381225586--0.0028772354125976562--0.004318952560424805
288,145254.7,1.3154523126010238,5.677716485385237,4,solrj,rf4_s1__,11,0.0005249977111816406--0.0008351802825927734--0.0009107589721679688--0.0009601116180419922--0.001001596450805664--0.0010406970977783203--0.001081705093383789--0.001127004623413086--0.001178741455078125--0.0012383460998535156--0.0013077259063720703--0.0013899803161621094--0.0014851093292236328--0.0016019344329833984--0.0017626285552978516--0.0019495487213134766--0.002225637435913086--0.002626180648803711--0.003334522247314453--0.005102396011352539
336,140436.9,1.3314549034163796,6.27708576134676,4,solrj,rf4_s1__,11,0.0005548000335693359--0.0008528232574462891--0.0009288787841796875--0.0009810924530029297--0.0010228157043457031--0.0010633468627929688--0.0011060237884521484--0.0011513233184814453--0.001199483871459961--0.001256704330444336--0.0013241767883300781--0.00140380859375--0.001501321792602539--0.0016205310821533203--0.001771688461303711--0.0019698143005371094--0.002242565155029297--0.0026433467864990234--0.003349781036376953--0.005158662796020508
384,141856.6,1.5225379578190146,8.455664382697387,4,solrj,rf4_s1__,11,0.0005609989166259766--0.0009272098541259766--0.0010111331939697266--0.001068115234375--0.001119852066040039--0.0011696815490722656--0.0012235641479492188--0.00128173828125--0.0013470649719238281--0.001422882080078125--0.0015113353729248047--0.0016145706176757812--0.0017387866973876953--0.0018849372863769531--0.0020666122436523438--0.0023097991943359375--0.002644062042236328--0.0031664371490478516--0.004084348678588867--0.006830453872680664
432,143901.5,1.4782133190313242,8.432559703352265,4,solrj,rf4_s1__,11,0.0005152225494384766--0.0009152889251708984--0.000997304916381836--0.0010564327239990234--0.0011069774627685547--0.0011563301086425781--0.0012059211730957031--0.00125885009765625--0.0013189315795898438--0.0013883113861083984--0.0014677047729492188--0.0015599727630615234--0.001672983169555664--0.001809835433959961--0.001989603042602539--0.0022270679473876953--0.0025534629821777344--0.003050088882446289--0.0039598941802978516--0.006764888763427734
480,149197.1,1.6127226263655667,10.447820192550722,4,solrj,rf4_s1__,11,0.0005772113800048828--0.0009591579437255859--0.0010457038879394531--0.0011086463928222656--0.0011653900146484375--0.0012216567993164062--0.00128173828125--0.0013484954833984375--0.0014214515686035156--0.0015044212341308594--0.0016012191772460938--0.0017099380493164062--0.001844167709350586--0.0020074844360351562--0.002214193344116211--0.002482175827026367--0.0028672218322753906--0.0034432411193847656--0.004538536071777344--0.008177995681762695
48,37204.7,1.0536909103393555,2.965097427368164,4,solrj,rf4_s1__,11,0.0005736351013183594--0.0007874965667724609--0.0008523464202880859--0.0008921623229980469--0.0009236335754394531--0.0009496212005615234--0.0009741783142089844--0.0009982585906982422--0.001024484634399414--0.0010492801666259766--0.001073598861694336--0.0010979175567626953--0.0011267662048339844--0.0011589527130126953--0.0011990070343017578--0.0012443065643310547--0.0013036727905273438--0.0013988018035888672--0.0015387535095214844--0.0020401477813720703
528,147295.7,1.5384177404450559,8.39433417653767,4,solrj,rf4_s1__,11,0.0005409717559814453--0.0009524822235107422--0.0010368824005126953--0.001096487045288086--0.0011496543884277344--0.0012040138244628906--0.0012562274932861328--0.0013134479522705078--0.0013744831085205078--0.0014455318450927734--0.0015265941619873047--0.001623392105102539--0.0017402172088623047--0.0018846988677978516--0.0020704269409179688--0.002316713333129883--0.0026581287384033203--0.003172636032104492--0.004094839096069336--0.006690502166748047
576,150600.8,1.592835340532877,9.792797705706429,4,solrj,rf4_s1__,11,0.0005650520324707031--0.0009744167327880859--0.0010635852813720703--0.0011289119720458984--0.001186370849609375--0.001241445541381836--0.0012958049774169922--0.0013551712036132812--0.0014209747314453125--0.0014944076538085938--0.001581430435180664--0.0016827583312988281--0.0018048286437988281--0.0019567012786865234--0.002155303955078125--0.0024123191833496094--0.002762317657470703--0.003297567367553711--0.004252910614013672--0.007097721099853516
681,148711.9,1.7686258083988722,17.817949329002676,4,solrj,rf4_s1__,11,0.0005784034729003906--0.0010318756103515625--0.0011255741119384766--0.0011937618255615234--0.0012600421905517578--0.0013244152069091797--0.0013942718505859375--0.0014679431915283203--0.0015499591827392578--0.0016448497772216797--0.0017507076263427734--0.0018835067749023438--0.002039194107055664--0.0022346973419189453--0.002481222152709961--0.002809286117553711--0.0032815933227539062--0.0040285587310791016--0.005498647689819336--0.01180577278137207
786,151962.1,1.6442566608858293,16.539346662869274,4,solrj,rf4_s1__,11,0.0005357265472412109--0.0009872913360595703--0.0010771751403808594--0.0011439323425292969--0.001203298568725586--0.0012612342834472656--0.0013210773468017578--0.0013854503631591797--0.0014567375183105469--0.0015375614166259766--0.0016295909881591797--0.001741647720336914--0.001875162124633789--0.0020384788513183594--0.0022537708282470703--0.0025382041931152344--0.0029516220092773438--0.003598928451538086--0.004875898361206055--0.009899139404296875
891,150916.5,1.7413862988302033,28.06560595379244,4,solrj,rf4_s1__,11,0.0005652904510498047--0.0010249614715576172--0.0011212825775146484--0.0011925697326660156--0.0012564659118652344--0.0013201236724853516--0.0013861656188964844--0.0014562606811523438--0.00153350830078125--0.0016222000122070312--0.0017240047454833984--0.001844167709350586--0.001993417739868164--0.0021762847900390625--0.00241851806640625--0.002741098403930664--0.0031938552856445312--0.003939390182495117--0.005515098571777344--0.01774907112121582
96,70548.4,1.009182054169324,4.022564206804548,4,solrj,rf4_s1__,11,0.0005276203155517578--0.0007505416870117188--0.0008223056793212891--0.0008633136749267578--0.0008916854858398438--0.0009148120880126953--0.000934600830078125--0.0009562969207763672--0.0009768009185791016--0.0009961128234863281--0.0010180473327636719--0.0010409355163574219--0.0010662078857421875--0.001094818115234375--0.0011363029479980469--0.0011942386627197266--0.001291513442993164--0.0014293193817138672--0.0018146038055419922--0.0032281875610351562
996,151362.4,1.7890093788023917,32.33940947440363,4,solrj,rf4_s1__,11,0.0005738735198974609--0.0010380744934082031--0.0011365413665771484--0.0012097358703613281--0.0012760162353515625--0.0013413429260253906--0.0014104843139648438--0.0014841556549072266--0.0015671253204345703--0.0016620159149169922--0.001771688461303711--0.0019028186798095703--0.0020613670349121094--0.002260446548461914--0.002521514892578125--0.0028753280639648438--0.0033969879150390625--0.004277229309082031--0.006367683410644531--0.022371292114257812
144,7499.3,19.086837768554688,39.334120815747404,2,solrj,rf4_s2__,22,0.0017850399017333984--0.0060100555419921875--0.00810694694519043--0.009742021560668945--0.011183738708496094--0.012636184692382812--0.013982772827148438--0.015296459197998047--0.016591548919677734--0.017877817153930664--0.01913142204284668--0.0204622745513916--0.021878719329833984--0.0232696533203125--0.02478504180908203--0.026484012603759766--0.028443574905395508--0.0308072566986084--0.033806562423706055--0.03886580467224121
192,7570.3,25.717735290527344,54.454223396851845,2,solrj,rf4_s2__,22,0.0015003681182861328--0.006514072418212891--0.009846925735473633--0.012503385543823242--0.014803886413574219--0.016824007034301758--0.018812179565429688--0.02061629295349121--0.022358417510986328--0.024123191833496094--0.025763273239135742--0.027406930923461914--0.029059886932373047--0.03078484535217285--0.0325925350189209--0.034647226333618164--0.03711819648742676--0.04003190994262695--0.04414701461791992--0.05229496955871582
240,8227.7,29.029446199905774,68.10605920050754,2,solrj,rf4_s2__,22,0.0016589164733886719--0.006131887435913086--0.008787870407104492--0.011478424072265625--0.014185667037963867--0.016642093658447266--0.019166231155395508--0.021750688552856445--0.02423858642578125--0.026769638061523438--0.029027223587036133--0.03132271766662598--0.033675432205200195--0.036220550537109375--0.03891324996948242--0.04195833206176758--0.04544568061828613--0.05001378059387207--0.05642056465148926--0.0664513111114502
288,8157.6,34.58087937585239,80.20732896081333,2,solrj,rf4_s2__,22,0.0017542839050292969--0.008060693740844727--0.01226496696472168--0.015822649002075195--0.01922321319580078--0.02230691909790039--0.02487492561340332--0.027498245239257812--0.029886484146118164--0.03221273422241211--0.034483909606933594--0.03685474395751953--0.03926682472229004--0.041893959045410156--0.04484295845031738--0.048073530197143555--0.05207324028015137--0.05710744857788086--0.06421160697937012--0.07800483703613281
336,8457.9,39.97488205249493,89.41917800339016,2,solrj,rf4_s2__,22,0.0014526844024658203--0.010228633880615234--0.015460968017578125--0.019371747970581055--0.022796630859375--0.02599048614501953--0.02891373634338379--0.031638383865356445--0.03442192077636719--0.03717207908630371--0.03984189033508301--0.0426633358001709--0.04554605484008789--0.04850149154663086--0.05197429656982422--0.05569624900817871--0.059920310974121094--0.06532502174377441--0.07212543487548828--0.08667969703674316
384,9003.7,42.933981035657496,105.43560425852247,2,solrj,rf4_s2__,22,0.0014328956604003906--0.007874011993408203--0.013699769973754883--0.01874089241027832--0.02313089370727539--0.02692556381225586--0.03028416633605957--0.033654212951660156--0.03685641288757324--0.0401155948638916--0.04328012466430664--0.04672670364379883--0.050310611724853516--0.05386519432067871--0.05782675743103027--0.06231808662414551--0.06751179695129395--0.07430076599121094--0.0837404727935791--0.10318541526794434
432,8835.6,49.01381187175276,121.70507116801178,2,solrj,rf4_s2__,22,0.0012962818145751953--0.00816965103149414--0.014911890029907227--0.02057814598083496--0.025467395782470703--0.029761552810668945--0.03377819061279297--0.03764033317565918--0.04143667221069336--0.04524850845336914--0.049086570739746094--0.05285286903381348--0.0569002628326416--0.0610201358795166--0.06601119041442871--0.07194638252258301--0.07862162590026855--0.08713722229003906--0.0996849536895752--0.11974215507507324
480,9057.6,52.74588933129528,133.40099223916462,2,solrj,rf4_s2__,22,0.0013356208801269531--0.008486032485961914--0.015416383743286133--0.02208876609802246--0.027712106704711914--0.032422780990600586--0.03671836853027344--0.0408322811126709--0.04495406150817871--0.04888558387756348--0.05284738540649414--0.057042598724365234--0.0613255500793457--0.06601810455322266--0.07138943672180176--0.07780957221984863--0.08525681495666504--0.09450721740722656--0.10850262641906738--0.13032054901123047
48,6487.8,6.980867385864258,14.344468116760254,2,solrj,rf4_s2__,22,0.0013670921325683594--0.0033178329467773438--0.003977775573730469--0.004487276077270508--0.004922151565551758--0.005322456359863281--0.005694389343261719--0.006032228469848633--0.0063817501068115234--0.006740570068359375--0.007112741470336914--0.007470607757568359--0.007857799530029297--0.00828242301940918--0.008756160736083984--0.009274721145629883--0.009963035583496094--0.010807037353515625--0.011997699737548828--0.014126300811767578
528,10273.8,55.28217351661538,125.88516181369998,2,solrj,rf4_s2__,22,0.0014851093292236328--0.0075380802154541016--0.017780065536499023--0.025708913803100586--0.03162717819213867--0.036338090896606445--0.04069042205810547--0.04483199119567871--0.04862236976623535--0.0523681640625--0.05628800392150879--0.060335397720336914--0.06441807746887207--0.06882286071777344--0.07333207130432129--0.07849836349487305--0.08448934555053711--0.0924983024597168--0.1037898063659668--0.12413978576660156
576,9823.0,60.469101785167254,139.91351144152662,2,solrj,rf4_s2__,22,0.0017056465148925781--0.0093841552734375--0.017503738403320312--0.02559518814086914--0.032358407974243164--0.03833293914794922--0.04349970817565918--0.04824638366699219--0.05267000198364258--0.05694746971130371--0.06121563911437988--0.06552457809448242--0.0700526237487793--0.07489395141601562--0.08016705513000488--0.08631229400634766--0.09332513809204102--0.10198259353637695--0.11463809013366699--0.1368720531463623
681,9767.1,68.45556122513607,198.4141732248281,2,solrj,rf4_s2__,22,0.0013544559478759766--0.00702977180480957--0.012655258178710938--0.018959522247314453--0.02628779411315918--0.03400778770446777--0.041337013244628906--0.048702239990234375--0.05581021308898926--0.06279349327087402--0.07002615928649902--0.07664918899536133--0.08322691917419434--0.09038519859313965--0.09862732887268066--0.10838985443115234--0.12072920799255371--0.13525986671447754--0.1562645435333252--0.19537806510925293
786,8820.4,70.67066708994653,342.15701244038,2,solrj,rf4_s2__,22,0.001436471939086914--0.00455474853515625--0.006648063659667969--0.009202718734741211--0.012447595596313477--0.016597270965576172--0.02328181266784668--0.03308987617492676--0.044237613677978516--0.05731987953186035--0.06891918182373047--0.08070874214172363--0.09257698059082031--0.10474395751953125--0.11970901489257812--0.13919615745544434--0.1661970615386963--0.20705533027648926--0.2639048099517822--0.32727503776550293
891,8207.5,58.94437871660505,483.5608160836356,2,solrj,rf4_s2__,22,0.0014798641204833984--0.003995418548583984--0.0053327083587646484--0.006997823715209961--0.00890350341796875--0.01112508773803711--0.014055013656616211--0.018144607543945312--0.023646116256713867--0.032479286193847656--0.04536604881286621--0.06394004821777344--0.08674955368041992--0.11183881759643555--0.14073562622070312--0.18339800834655762--0.23040270805358887--0.28329038619995117--0.35741591453552246--0.45169711112976074
96,7515.0,12.660157923795738,25.292693352212712,2,solrj,rf4_s2__,22,0.0014643669128417969--0.004947662353515625--0.006276369094848633--0.007351875305175781--0.008256673812866211--0.009112119674682617--0.009886741638183594--0.010621786117553711--0.011383771896362305--0.012047052383422852--0.01273488998413086--0.01345205307006836--0.014181375503540039--0.01501607894897461--0.01594853401184082--0.016906023025512695--0.018087387084960938--0.019618511199951172--0.02160334587097168--0.025007009506225586
996,7307.2,67.42259142350177,631.957901983845,2,solrj,rf4_s2__,22,0.0015943050384521484--0.0037076473236083984--0.004666805267333984--0.006022453308105469--0.007734775543212891--0.009809494018554688--0.012375354766845703--0.016022205352783203--0.020768165588378906--0.027010679244995117--0.03824973106384277--0.06741857528686523--0.10222673416137695--0.13635754585266113--0.18073201179504395--0.22137165069580078--0.2857849597930908--0.3750295639038086--0.4783132076263428--0.5837750434875488
144,14249.8,8.883334185979137,25.032244316519122,4,solrj,rf4_s2__,21,0.0015714168548583984--0.003580808639526367--0.004270792007446289--0.004889965057373047--0.00543665885925293--0.0059719085693359375--0.006516456604003906--0.007026195526123047--0.007583141326904297--0.008207559585571289--0.008860111236572266--0.009500980377197266--0.010237932205200195--0.011077404022216797--0.012061834335327148--0.013149738311767578--0.014511823654174805--0.016275882720947266--0.018978595733642578--0.024460792541503906
192,14599.1,11.494474312693802,35.77426168107495,4,solrj,rf4_s2__,21,0.0013911724090576172--0.003741741180419922--0.004782438278198242--0.005735874176025391--0.0066432952880859375--0.007440090179443359--0.008230447769165039--0.008977890014648438--0.009747505187988281--0.010576486587524414--0.011437177658081055--0.012357473373413086--0.013366937637329102--0.014479875564575195--0.01571202278137207--0.01715540885925293--0.018850088119506836--0.0211794376373291--0.025082111358642578--0.033640384674072266
240,14629.8,13.70097191865779,50.67785712313061,4,solrj,rf4_s2__,21,0.0016355514526367188--0.00410008430480957--0.005234479904174805--0.0062563419342041016--0.0072782039642333984--0.008275270462036133--0.009252071380615234--0.010304689407348633--0.011395454406738281--0.012489795684814453--0.01366877555847168--0.014973640441894531--0.016391277313232422--0.017971038818359375--0.019732952117919922--0.021895647048950195--0.024589061737060547--0.0283203125--0.034195899963378906--0.04752683639526367
288,15277.5,15.772940372598582,61.36348247528076,4,solrj,rf4_s2__,21,0.0014698505401611328--0.004072427749633789--0.0054187774658203125--0.006727695465087891--0.007955789566040039--0.009204387664794922--0.010412931442260742--0.011650323867797852--0.012923240661621094--0.014281272888183594--0.015659332275390625--0.017196178436279297--0.0188901424407959--0.020765304565429688--0.023038625717163086--0.0256502628326416--0.028952598571777344--0.03357243537902832--0.0410614013671875--0.05751538276672363
336,15778.0,18.425687530337,63.50075775349634,4,solrj,rf4_s2__,21,0.0015392303466796875--0.004557371139526367--0.0062885284423828125--0.00791168212890625--0.009383678436279297--0.0107879638671875--0.012171030044555664--0.013634920120239258--0.015120983123779297--0.01668691635131836--0.01833486557006836--0.020113706588745117--0.02198171615600586--0.024074792861938477--0.026415109634399414--0.02915048599243164--0.032811641693115234--0.037392616271972656--0.04453134536743164--0.059983253479003906
384,15756.5,19.99991668938355,80.20336825612912,4,solrj,rf4_s2__,21,0.0014040470123291016--0.004634857177734375--0.006295442581176758--0.007927656173706055--0.009484052658081055--0.011134624481201172--0.012723207473754883--0.014403820037841797--0.016162633895874023--0.017942428588867188--0.019824504852294922--0.021806001663208008--0.023965120315551758--0.026498794555664062--0.029337644577026367--0.032938241958618164--0.037563323974609375--0.04406547546386719--0.05437874794006348--0.0778355598449707
432,16121.9,22.90873099032635,81.95670573942122,4,solrj,rf4_s2__,21,0.0014579296112060547--0.004511594772338867--0.006565093994140625--0.008608102798461914--0.010525941848754883--0.012469291687011719--0.014473199844360352--0.016421079635620117--0.018474817276000977--0.020552873611450195--0.022823572158813477--0.025232553482055664--0.027781009674072266--0.030784130096435547--0.03405928611755371--0.03803110122680664--0.042937278747558594--0.049517154693603516--0.059546709060668945--0.0796346664428711
480,16552.8,24.265205711744635,88.14336402782266,4,solrj,rf4_s2__,21,0.0014564990997314453--0.004770994186401367--0.007002115249633789--0.009098052978515625--0.011033058166503906--0.012907028198242188--0.014904022216796875--0.01699376106262207--0.019157886505126953--0.021445512771606445--0.024029254913330078--0.02675008773803711--0.029835939407348633--0.033400774002075195--0.03755331039428711--0.04241180419921875--0.04790902137756348--0.05530118942260742--0.06557750701904297--0.084716796875
48,11492.1,3.805422782897949,8.164753913879395,4,solrj,rf4_s2__,21,0.0013074874877929688--0.00238037109375--0.0027892589569091797--0.0029735565185546875--0.003106832504272461--0.0032296180725097656--0.003348112106323242--0.003474712371826172--0.0036058425903320312--0.003721475601196289--0.0038690567016601562--0.004022359848022461--0.004156827926635742--0.004339933395385742--0.004570484161376953--0.004792451858520508--0.0051424503326416016--0.0055789947509765625--0.0062677860260009766--0.007835865020751953
