parallel_requests,QPS,median_lat,P95_latency(ms),clustersize,query,rfshards,GROUP,fcts
384,54719.5,2.504386432430287,26.996542135050877,2,direct,rf2_s1__,11,0.0004324913024902344--0.0012102127075195312--0.0013861656188964844--0.0015196800231933594--0.0016391277313232422--0.001760721206665039--0.001878976821899414--0.0020072460174560547--0.002140522003173828--0.002285003662109375--0.002454519271850586--0.0026504993438720703--0.0028781890869140625--0.003175020217895508--0.0035533905029296875--0.004076242446899414--0.004846334457397461--0.006201267242431641--0.00930643081665039--0.019125938415527344
432,54264.5,2.6097901955178258,29.92934235779371,2,direct,rf2_s1__,11,0.00047659873962402344--0.0012509822845458984--0.0014333724975585938--0.0015683174133300781--0.0016984939575195312--0.0018236637115478516--0.001950979232788086--0.002084016799926758--0.0022275447845458984--0.002379894256591797--0.002557992935180664--0.002766847610473633--0.003023862838745117--0.003348827362060547--0.003764629364013672--0.004335165023803711--0.005231142044067383--0.006813526153564453--0.010278701782226562--0.020616769790649414
480,56071.1,2.50936692186411,30.36170035477001,2,direct,rf2_s1__,11,0.0004470348358154297--0.0011830329895019531--0.0013740062713623047--0.0015072822570800781--0.0016300678253173828--0.0017511844635009766--0.0018720626831054688--0.0019979476928710938--0.0021317005157470703--0.002282381057739258--0.002453327178955078--0.0026445388793945312--0.002869844436645508--0.0031557083129882812--0.003529071807861328--0.004036664962768555--0.004812002182006836--0.0061986446380615234--0.00908660888671875--0.01834273338317871
48,41459.3,1.107797622680664,2.264375686645508,2,direct,rf2_s1__,11,0.0004000663757324219--0.0006155967712402344--0.0007615089416503906--0.0008597373962402344--0.0009112358093261719--0.0009534358978271484--0.0009882450103759766--0.0010225772857666016--0.0010516643524169922--0.001087188720703125--0.0011243820190429688--0.001163482666015625--0.0012099742889404297--0.001257181167602539--0.0013158321380615234--0.0014047622680664062--0.0015017986297607422--0.0016410350799560547--0.0018503665924072266--0.002257108688354492
528,56096.8,2.546205610599158,31.28242942522157,2,direct,rf2_s1__,11,0.0004146099090576172--0.0012142658233642578--0.0013997554779052734--0.0015380382537841797--0.0016641616821289062--0.0017857551574707031--0.0019083023071289062--0.002040386199951172--0.002171039581298828--0.0023221969604492188--0.0024971961975097656--0.0026946067810058594--0.002935171127319336--0.0032324790954589844--0.003618955612182617--0.004160881042480469--0.00499415397644043--0.0065076351165771484--0.009871482849121094--0.019929170608520508
576,57820.6,2.5951119855200955,33.87450099403883,2,direct,rf2_s1__,11,0.00045752525329589844--0.0012164115905761719--0.0014071464538574219--0.0015442371368408203--0.0016741752624511719--0.0018002986907958984--0.0019273757934570312--0.0020644664764404297--0.0022056102752685547--0.002363920211791992--0.002542257308959961--0.0027468204498291016--0.0029976367950439453--0.0033104419708251953--0.0037069320678710938--0.004273176193237305--0.005138397216796875--0.0066106319427490234--0.009988546371459961--0.020812034606933594
681,58766.7,2.5559335103155782,37.19352005846277,2,direct,rf2_s1__,11,0.0004630088806152344--0.0012056827545166016--0.0013947486877441406--0.0015306472778320312--0.0016598701477050781--0.0017826557159423828--0.0019061565399169922--0.0020339488983154297--0.0021736621856689453--0.0023293495178222656--0.0024976730346679688--0.0027000904083251953--0.0029420852661132812--0.0032303333282470703--0.003623485565185547--0.004154682159423828--0.004986286163330078--0.006440639495849609--0.009598731994628906--0.020164012908935547
786,58877.8,2.7156628898738586,39.73744456301031,2,direct,rf2_s1__,11,0.0004184246063232422--0.0012621879577636719--0.0014531612396240234--0.0015993118286132812--0.0017397403717041016--0.001870870590209961--0.002005338668823242--0.0021448135375976562--0.002295255661010742--0.00246429443359375--0.0026514530181884766--0.0028722286224365234--0.0031375885009765625--0.0034689903259277344--0.0038917064666748047--0.004480838775634766--0.005410432815551758--0.007035493850708008--0.010508537292480469--0.021860837936401367
891,59186.5,2.7595708372914967,44.603380794287,2,direct,rf2_s1__,11,0.0004105567932128906--0.0012559890747070312--0.0014460086822509766--0.00159454345703125--0.001737356185913086--0.0018725395202636719--0.00201416015625--0.0021581649780273438--0.0023193359375--0.0024962425231933594--0.0026993751525878906--0.002928018569946289--0.0032176971435546875--0.0035741329193115234--0.004049777984619141--0.0047299861907958984--0.005738019943237305--0.007554769515991211--0.011357545852661133--0.02318882942199707
96,47642.6,1.718185385879205,5.494562947020238,2,direct,rf2_s1__,11,0.0004067420959472656--0.0008981227874755859--0.0010595321655273438--0.0011582374572753906--0.0012390613555908203--0.0013110637664794922--0.001386404037475586--0.0014591217041015625--0.001539468765258789--0.0016226768493652344--0.0017158985137939453--0.001813650131225586--0.001931905746459961--0.0020689964294433594--0.0022313594818115234--0.002434253692626953--0.002711772918701172--0.0031185150146484375--0.003827810287475586--0.0053043365478515625
996,59667.4,2.826338470042415,51.764854888221734,2,direct,rf2_s1__,11,0.0004038810729980469--0.00127410888671875--0.0014653205871582031--0.0016160011291503906--0.0017580986022949219--0.001901388168334961--0.0020453929901123047--0.002196073532104492--0.002361297607421875--0.0025482177734375--0.0027556419372558594--0.0030035972595214844--0.0032987594604492188--0.003679513931274414--0.0041768550872802734--0.004871845245361328--0.005947589874267578--0.007854461669921875--0.011987686157226562--0.02512335777282715
144,7842.5,19.529053609665127,35.25358356841623,2,direct,rf2_s2__,21,0.0014274120330810547--0.00686335563659668--0.009137868881225586--0.010941505432128906--0.012573003768920898--0.014094114303588867--0.015427589416503906--0.016610383987426758--0.017629384994506836--0.018645048141479492--0.019613027572631836--0.02058863639831543--0.02155017852783203--0.022557973861694336--0.02366018295288086--0.024858713150024414--0.02631092071533203--0.028077363967895508--0.030521869659423828--0.0348970890045166
192,7502.2,27.24936696671948,51.52600450614064,2,direct,rf2_s2__,21,0.0013544559478759766--0.008030176162719727--0.011518716812133789--0.01429295539855957--0.016742706298828125--0.019034385681152344--0.020957231521606445--0.022783517837524414--0.024375438690185547--0.02585291862487793--0.027284860610961914--0.028693675994873047--0.030129432678222656--0.031592607498168945--0.033315420150756836--0.0351862907409668--0.0373072624206543--0.039932966232299805--0.043752193450927734--0.05066680908203125
240,7939.1,31.820154387103624,62.672433774333356,2,direct,rf2_s2__,21,0.0015575885772705078--0.009615182876586914--0.013481855392456055--0.016566753387451172--0.01947641372680664--0.021974802017211914--0.024217844009399414--0.026194334030151367--0.0281679630279541--0.030048847198486328--0.03181648254394531--0.033582448959350586--0.035338401794433594--0.037142276763916016--0.039171695709228516--0.041498422622680664--0.04404902458190918--0.047408103942871094--0.052353858947753906--0.061287641525268555
288,8526.0,35.81223981133823,70.85544487525677,2,direct,rf2_s2__,21,0.001279592514038086--0.01088714599609375--0.015479326248168945--0.01900935173034668--0.021981239318847656--0.02450418472290039--0.02702784538269043--0.02943110466003418--0.031685590744018555--0.03383374214172363--0.03586316108703613--0.03780627250671387--0.03988218307495117--0.04216957092285156--0.0445704460144043--0.04712629318237305--0.050339460372924805--0.05418086051940918--0.05967354774475098--0.06985759735107422
336,8929.1,39.7849611982086,79.46962365031948,2,direct,rf2_s2__,21,0.0013608932495117188--0.010523319244384766--0.016331195831298828--0.020640134811401367--0.02415299415588379--0.027191638946533203--0.030031204223632812--0.032712697982788086--0.03518819808959961--0.03751707077026367--0.03992748260498047--0.04212164878845215--0.04454755783081055--0.047113656997680664--0.049843549728393555--0.05278158187866211--0.05629777908325195--0.06071281433105469--0.06675148010253906--0.07820510864257812
384,9349.2,43.75111809666293,87.17573492020523,2,direct,rf2_s2__,21,0.0013446807861328125--0.012232303619384766--0.01849365234375--0.023105859756469727--0.02695465087890625--0.030246496200561523--0.03321504592895508--0.03599905967712402--0.038666486740112305--0.04124093055725098--0.04371833801269531--0.04620862007141113--0.04872441291809082--0.05139636993408203--0.05425524711608887--0.0575404167175293--0.06121063232421875--0.06590080261230469--0.07270598411560059--0.08549094200134277
432,9073.6,50.88108091310422,99.03927992016489,2,direct,rf2_s2__,21,0.0014781951904296875--0.014698982238769531--0.02158045768737793--0.026716232299804688--0.031096220016479492--0.034924983978271484--0.03837752342224121--0.04155755043029785--0.04470491409301758--0.04776811599731445--0.0508425235748291--0.05382180213928223--0.056784629821777344--0.05992484092712402--0.06318831443786621--0.06705498695373535--0.07164907455444336--0.07735013961791992--0.08474898338317871--0.09777688980102539
480,9419.3,54.644201306386606,106.35590701676998,2,direct,rf2_s2__,21,0.001360177993774414--0.014155387878417969--0.02299809455871582--0.028882265090942383--0.03376460075378418--0.03788304328918457--0.04155325889587402--0.04499506950378418--0.0483548641204834--0.05156207084655762--0.054657936096191406--0.05777931213378906--0.06110262870788574--0.06456398963928223--0.06836557388305664--0.07255172729492188--0.07746076583862305--0.08374691009521484--0.0922081470489502--0.1049036979675293
48,6908.0,6.870942115783691,13.654789924621582,2,direct,rf2_s2__,21,0.0015168190002441406--0.0035219192504882812--0.004273414611816406--0.004771709442138672--0.005198001861572266--0.005530834197998047--0.005839347839355469--0.006098270416259766--0.006394863128662109--0.006689310073852539--0.006968021392822266--0.007264614105224609--0.0075702667236328125--0.007930755615234375--0.008339643478393555--0.008794069290161133--0.009381294250488281--0.010127544403076172--0.01126861572265625--0.013688325881958008
528,10174.1,56.24843498445907,105.26770510763492,2,direct,rf2_s2__,21,0.0012199878692626953--0.01559591293334961--0.025525569915771484--0.03157544136047363--0.036375999450683594--0.0404665470123291--0.04418134689331055--0.04758405685424805--0.05086255073547363--0.05411553382873535--0.057222843170166016--0.06039595603942871--0.06358742713928223--0.06704902648925781--0.07061600685119629--0.07463550567626953--0.07923769950866699--0.08463764190673828--0.09186291694641113--0.1039419174194336
576,10225.7,61.149140130277324,113.61927020921014,2,direct,rf2_s2__,21,0.0014026165008544922--0.013116598129272461--0.026177167892456055--0.03345799446105957--0.0388641357421875--0.04355597496032715--0.047590017318725586--0.05129718780517578--0.05480003356933594--0.05821871757507324--0.06157207489013672--0.06498050689697266--0.0686185359954834--0.07232213020324707--0.07633304595947266--0.08086156845092773--0.0859978199005127--0.09231019020080566--0.10000848770141602--0.1121828556060791
681,10382.6,69.87053484568474,129.6772388338865,2,direct,rf2_s2__,21,0.0011854171752929688--0.015340805053710938--0.028106689453125--0.037416934967041016--0.044350385665893555--0.04998040199279785--0.054762840270996094--0.05894279479980469--0.06282758712768555--0.06659865379333496--0.07018566131591797--0.07406401634216309--0.0781857967376709--0.08268523216247559--0.0872492790222168--0.09235310554504395--0.09787416458129883--0.10485577583312988--0.11388993263244629--0.1285252571105957
786,10599.7,79.47961081283236,148.20039593668437,2,direct,rf2_s2__,21,0.0012869834899902344--0.017223119735717773--0.03254508972167969--0.04257917404174805--0.05055809020996094--0.05735015869140625--0.06289815902709961--0.06743431091308594--0.07154631614685059--0.07552981376647949--0.07952499389648438--0.0839691162109375--0.08887290954589844--0.09428834915161133--0.10008692741394043--0.10618305206298828--0.11309647560119629--0.1210484504699707--0.1318206787109375--0.14665913581848145
