parallel_requests,QPS,median_lat,P95_latency(ms),clustersize,query,rfshards,GROUP,fcts
891,10734.2,88.77764460188232,170.9487670147581,2,direct,rf2_s2__,21,0.001369476318359375--0.014608621597290039--0.03662991523742676--0.0481109619140625--0.05705404281616211--0.0655057430267334--0.07210111618041992--0.07745242118835449--0.08189225196838379--0.08588051795959473--0.08977270126342773--0.09398174285888672--0.09931492805480957--0.10552835464477539--0.11247801780700684--0.11998248100280762--0.1274726390838623--0.13706564903259277--0.14977240562438965--0.16881537437438965
96,7574.0,13.461458439729652,23.328043976608587,2,direct,rf2_s2__,21,0.0014619827270507812--0.005746126174926758--0.007400035858154297--0.008575439453125--0.00950312614440918--0.010358095169067383--0.011153936386108398--0.011763572692871094--0.012382268905639648--0.01299285888671875--0.013557910919189453--0.01411581039428711--0.014715194702148438--0.015351057052612305--0.0159757137298584--0.016736268997192383--0.0176241397857666--0.018793582916259766--0.02035665512084961--0.023215055465698242
996,10519.6,101.27162130511537,198.60941147317692,2,direct,rf2_s2__,21,0.0012507438659667969--0.015400886535644531--0.04308366775512695--0.05515885353088379--0.06423425674438477--0.07400012016296387--0.08265852928161621--0.08914756774902344--0.09402084350585938--0.09812283515930176--0.10197257995605469--0.10583782196044922--0.11006665229797363--0.11516022682189941--0.12159156799316406--0.13016867637634277--0.14028024673461914--0.1518096923828125--0.16896772384643555--0.19436335563659668
144,51582.2,2.079769356610024,9.200545206461868,2,direct,rf4_s1__,12,0.00046539306640625--0.0010459423065185547--0.0012025833129882812--0.001312255859375--0.0014138221740722656--0.0015079975128173828--0.0016047954559326172--0.0017054080963134766--0.0018138885498046875--0.001931905746459961--0.0020575523376464844--0.0021915435791015625--0.002354145050048828--0.002557516098022461--0.002804279327392578--0.003101825714111328--0.0035486221313476562--0.0041961669921875--0.005519866943359375--0.00882863998413086
192,52163.1,2.3939560369117974,14.010122141887232,2,direct,rf4_s1__,12,0.0004787445068359375--0.0011878013610839844--0.0013537406921386719--0.0014836788177490234--0.001600027084350586--0.0017154216766357422--0.0018382072448730469--0.0019540786743164062--0.002078533172607422--0.002208232879638672--0.0023539066314697266--0.0025391578674316406--0.0027489662170410156--0.003009796142578125--0.0033397674560546875--0.003813505172729492--0.004510164260864258--0.005599260330200195--0.0077784061431884766--0.013256072998046875
240,53221.7,2.576347224968524,18.55677809597047,2,direct,rf4_s1__,12,0.0004374980926513672--0.0012252330780029297--0.0014095306396484375--0.0015528202056884766--0.00168609619140625--0.0018053054809570312--0.00193023681640625--0.0020613670349121094--0.002197265625--0.0023522377014160156--0.002521514892578125--0.0027213096618652344--0.002954244613647461--0.003264904022216797--0.0036606788635253906--0.004196882247924805--0.005021810531616211--0.006371974945068359--0.009388446807861328--0.017222881317138672
288,54119.1,2.721768412096747,23.26365010491733,2,direct,rf4_s1__,12,0.0004150867462158203--0.0012493133544921875--0.0014455318450927734--0.0015943050384521484--0.0017342567443847656--0.001867532730102539--0.0020058155059814453--0.002144336700439453--0.002300739288330078--0.0024743080139160156--0.0026750564575195312--0.0029087066650390625--0.0031821727752685547--0.003512859344482422--0.0039560794830322266--0.004601240158081055--0.005633115768432617--0.007531881332397461--0.011358022689819336--0.02126765251159668
336,53326.2,2.865501409451637,28.609183413037183,2,direct,rf4_s1__,12,0.00044417381286621094--0.0013065338134765625--0.0015077590942382812--0.0016674995422363281--0.0018205642700195312--0.001964569091796875--0.002101898193359375--0.002253293991088867--0.0024251937866210938--0.002607583999633789--0.00281524658203125--0.003062009811401367--0.0033631324768066406--0.0037441253662109375--0.004244565963745117--0.004964113235473633--0.0060901641845703125--0.008115768432617188--0.012218475341796875--0.024030208587646484
384,53683.1,3.008234068519711,31.85750845182745,2,direct,rf4_s1__,12,0.0004439353942871094--0.0013415813446044922--0.0015468597412109375--0.0017142295837402344--0.0018658638000488281--0.0020203590393066406--0.0021686553955078125--0.002333402633666992--0.002510547637939453--0.0027163028717041016--0.002938985824584961--0.003206491470336914--0.003541231155395508--0.003960132598876953--0.0045011043548583984--0.00528717041015625--0.006532192230224609--0.008817911148071289--0.013579607009887695--0.027401447296142578
432,53829.1,3.2123871113298126,37.614140093051894,2,direct,rf4_s1__,12,0.0004169940948486328--0.0013728141784667969--0.0015876293182373047--0.0017676353454589844--0.0019333362579345703--0.002092599868774414--0.002264261245727539--0.0024480819702148438--0.0026438236236572266--0.0028667449951171875--0.003123760223388672--0.003425121307373047--0.0037856101989746094--0.004248142242431641--0.0048520565032958984--0.005756378173828125--0.007143259048461914--0.009675741195678711--0.014832019805908203--0.03144955635070801
480,55037.0,3.1988675168935687,39.82161931477147,2,direct,rf4_s1__,12,0.00042438507080078125--0.0012938976287841797--0.0015387535095214844--0.0017316341400146484--0.0019102096557617188--0.0020742416381835938--0.0022430419921875--0.002424478530883789--0.0026276111602783203--0.0028519630432128906--0.0031147003173828125--0.0034177303314208984--0.003811359405517578--0.0042934417724609375--0.004984378814697266--0.005971670150756836--0.007485866546630859--0.010119199752807617--0.015627622604370117--0.03319740295410156
48,39883.1,1.1517095565795898,2.3719120025634766,2,direct,rf4_s1__,12,0.0004143714904785156--0.0006330013275146484--0.0007956027984619141--0.0008897781372070312--0.0009438991546630859--0.0009834766387939453--0.0010221004486083984--0.0010581016540527344--0.0010938644409179688--0.0011317729949951172--0.0011718273162841797--0.0012187957763671875--0.0012710094451904297--0.0013284683227539062--0.0013985633850097656--0.0014815330505371094--0.0015892982482910156--0.001722574234008789--0.0019254684448242188--0.0023415088653564453
528,53832.4,3.381618913614525,47.42521205038395,2,direct,rf4_s1__,12,0.0004203319549560547--0.0013473033905029297--0.0015997886657714844--0.0018014907836914062--0.001982450485229492--0.0021588802337646484--0.0023446083068847656--0.0025424957275390625--0.002753019332885742--0.002996206283569336--0.003287792205810547--0.0036389827728271484--0.004064321517944336--0.004599332809448242--0.005314826965332031--0.00638580322265625--0.008057594299316406--0.010912179946899414--0.017128705978393555--0.03815269470214844
576,55749.1,3.526067238777979,49.42909862755904,2,direct,rf4_s1__,12,0.0004284381866455078--0.00135040283203125--0.0016088485717773438--0.0018157958984375--0.0020062923431396484--0.0021991729736328125--0.0023889541625976562--0.002602815628051758--0.002829313278198242--0.003100156784057617--0.0034186840057373047--0.0037927627563476562--0.004238605499267578--0.004805088043212891--0.005608797073364258--0.00672459602355957--0.00846099853515625--0.011512517929077148--0.01809215545654297--0.04062056541442871
681,58070.5,3.4026955219984405,56.90844407638031,2,direct,rf4_s1__,12,0.0004527568817138672--0.0013041496276855469--0.0015587806701660156--0.0017631053924560547--0.0019488334655761719--0.002130746841430664--0.002325773239135742--0.002526998519897461--0.0027475357055664062--0.0030083656311035156--0.0033016204833984375--0.0036535263061523438--0.004082441329956055--0.004641294479370117--0.005418539047241211--0.0065310001373291016--0.008226394653320312--0.011214256286621094--0.018055200576782227--0.04350924491882324
786,57232.5,3.7930088452295707,65.91996111115566,2,direct,rf4_s1__,12,0.0004668235778808594--0.0013942718505859375--0.0016531944274902344--0.0018777847290039062--0.002084493637084961--0.0022916793823242188--0.0025081634521484375--0.002745389938354492--0.0030138492584228516--0.003322124481201172--0.0036776065826416016--0.004099607467651367--0.004626750946044922--0.0053064823150634766--0.006258249282836914--0.007591962814331055--0.00966954231262207--0.013303518295288086--0.021292924880981445--0.05161714553833008
891,57273.8,4.312283357346519,80.02063054973281,2,direct,rf4_s1__,12,0.0004220008850097656--0.0014536380767822266--0.001745462417602539--0.0019888877868652344--0.0022246837615966797--0.0024690628051757812--0.0027239322662353516--0.0030105113983154297--0.0033288002014160156--0.003703594207763672--0.0041463375091552734--0.004654884338378906--0.0052947998046875--0.006152629852294922--0.0072743892669677734--0.008847951889038086--0.011255741119384766--0.01520848274230957--0.024318933486938477--0.057230234146118164
96,45100.6,1.8022133379566425,5.745875592134436,2,direct,rf4_s1__,12,0.0004565715789794922--0.0009543895721435547--0.0010991096496582031--0.0011968612670898438--0.0012829303741455078--0.0013592243194580078--0.001436471939086914--0.001514434814453125--0.0015931129455566406--0.0016913414001464844--0.0017931461334228516--0.001905679702758789--0.002038240432739258--0.002178668975830078--0.0023527145385742188--0.002573251724243164--0.002874135971069336--0.0032563209533691406--0.004007816314697266--0.0055389404296875
996,58476.7,4.13389552024103,83.8024789287198,2,direct,rf4_s1__,12,0.0004143714904785156--0.0013914108276367188--0.0016794204711914062--0.0019173622131347656--0.0021381378173828125--0.002370595932006836--0.0026161670684814453--0.0028824806213378906--0.0031845569610595703--0.003536701202392578--0.003944873809814453--0.004454374313354492--0.005079746246337891--0.005889415740966797--0.006957530975341797--0.00849604606628418--0.010798454284667969--0.014747858047485352--0.02329730987548828--0.058031558990478516
144,87821.0,1.481124799545497,3.9598500891907573,4,direct,rf4_s1__,11,0.0004191398620605469--0.0007996559143066406--0.0009572505950927734--0.0010404586791992188--0.001102447509765625--0.001163482666015625--0.001222372055053711--0.0012791156768798828--0.0013377666473388672--0.0014030933380126953--0.001474142074584961--0.0015573501586914062--0.0016469955444335938--0.0017464160919189453--0.0018661022186279297--0.0020132064819335938--0.0022106170654296875--0.0024831295013427734--0.002920866012573242--0.003873586654663086
192,92088.4,1.7823300410791771,5.709643216477227,4,direct,rf4_s1__,11,0.0004019737243652344--0.000934600830078125--0.0010917186737060547--0.0011873245239257812--0.0012660026550292969--0.0013408660888671875--0.0014197826385498047--0.0014941692352294922--0.0015780925750732422--0.0016624927520751953--0.0017600059509277344--0.0018677711486816406--0.001999378204345703--0.002134561538696289--0.0023016929626464844--0.0025110244750976562--0.0027685165405273438--0.0031960010528564453--0.0038917064666748047--0.0055196285247802734
240,99806.2,1.8865579415943996,7.516728945014891,4,direct,rf4_s1__,11,0.00039649009704589844--0.0009737014770507812--0.0011286735534667969--0.0012278556823730469--0.0013108253479003906--0.0013928413391113281--0.0014748573303222656--0.0015604496002197266--0.0016522407531738281--0.0017542839050292969--0.0018672943115234375--0.0019922256469726562--0.002130270004272461--0.002296924591064453--0.002507925033569336--0.0027687549591064453--0.003126859664916992--0.0036695003509521484--0.004671812057495117--0.007235288619995117
288,101665.5,2.055468230411924,9.744607991185681,4,direct,rf4_s1__,11,0.0004341602325439453--0.0010519027709960938--0.0012013912200927734--0.0013034343719482422--0.001401662826538086--0.0014920234680175781--0.001583099365234375--0.0016808509826660156--0.0017902851104736328--0.0018982887268066406--0.0020263195037841797--0.0021703243255615234--0.0023381710052490234--0.0025315284729003906--0.0027854442596435547--0.0031175613403320312--0.003574848175048828--0.004297494888305664--0.005671024322509766--0.009106636047363281
336,104109.7,2.139025185940534,12.33625553063387,4,direct,rf4_s1__,11,0.00043129920959472656--0.00107574462890625--0.0012328624725341797--0.0013425350189208984--0.0014400482177734375--0.0015385150909423828--0.0016398429870605469--0.0017409324645996094--0.0018513202667236328--0.001970529556274414--0.002108335494995117--0.002254486083984375--0.0024330615997314453--0.002656698226928711--0.0029230117797851562--0.0032978057861328125--0.00383758544921875--0.004725217819213867--0.006509065628051758--0.011389732360839844
384,104514.5,2.224899944246124,14.286377887034046,4,direct,rf4_s1__,11,0.0003955364227294922--0.0011050701141357422--0.0012705326080322266--0.0013835430145263672--0.0014874935150146484--0.001592397689819336--0.0016951560974121094--0.00180816650390625--0.0019235610961914062--0.002046346664428711--0.0021848678588867188--0.002349853515625--0.002542734146118164--0.0027725696563720703--0.0030803680419921875--0.0035009384155273438--0.004106044769287109--0.005103588104248047--0.007182598114013672--0.012727022171020508
432,104066.1,2.3509807850358673,16.8096920312275,4,direct,rf4_s1__,11,0.0004699230194091797--0.0011630058288574219--0.0013256072998046875--0.0014452934265136719--0.0015597343444824219--0.0016703605651855469--0.0017843246459960938--0.0019083023071289062--0.002028226852416992--0.002161264419555664--0.0023102760314941406--0.002480745315551758--0.00269317626953125--0.0029468536376953125--0.003280162811279297--0.003736257553100586--0.004399299621582031--0.005581855773925781--0.00801992416381836--0.014436483383178711
480,104742.4,2.4025652913137097,18.696414979167006,4,direct,rf4_s1__,11,0.0003864765167236328--0.001171112060546875--0.0013434886932373047--0.0014655590057373047--0.0015797615051269531--0.0016930103302001953--0.0018093585968017578--0.0019316673278808594--0.002057313919067383--0.0021970272064208984--0.002360820770263672--0.0025391578674316406--0.0027594566345214844--0.0030210018157958984--0.0033712387084960938--0.003847360610961914--0.004549980163574219--0.005774021148681641--0.008369207382202148--0.015810489654541016
48,51838.8,0.9750175476074219,1.5227985382080078,4,direct,rf4_s1__,11,0.0003886222839355469--0.0005545616149902344--0.0006465911865234375--0.0007565021514892578--0.0008111000061035156--0.0008461475372314453--0.0008804798126220703--0.00090789794921875--0.0009374618530273438--0.0009644031524658203--0.0009911060333251953--0.0010182857513427734--0.001049041748046875--0.0010845661163330078--0.0011219978332519531--0.0011661052703857422--0.0012176036834716797--0.0012798309326171875--0.0013699531555175781--0.0015387535095214844
528,108021.0,2.4331169308356517,20.064534331267733,4,direct,rf4_s1__,11,0.0004253387451171875--0.0011494159698486328--0.0013370513916015625--0.0014691352844238281--0.0015869140625--0.0017049312591552734--0.0018231868743896484--0.0019474029541015625--0.0020780563354492188--0.00222015380859375--0.002385854721069336--0.0025758743286132812--0.002796649932861328--0.0030715465545654297--0.0034220218658447266--0.003924846649169922--0.0046808719635009766--0.0059795379638671875--0.008802652359008789--0.016802310943603516
576,109280.1,2.4548129639411056,21.568986371314235,4,direct,rf4_s1__,11,0.0004181861877441406--0.0010981559753417969--0.001316070556640625--0.0014607906341552734--0.0015876293182373047--0.0017192363739013672--0.0018389225006103516--0.0019652843475341797--0.002098560333251953--0.002245187759399414--0.0024132728576660156--0.0026092529296875--0.002840757369995117--0.0031280517578125--0.003500223159790039--0.004006385803222656--0.0047872066497802734--0.006178140640258789--0.009124994277954102--0.017533540725708008
681,110128.4,2.4908802275841597,25.36381281448047,4,direct,rf4_s1__,11,0.0004074573516845703--0.0011205673217773438--0.0013298988342285156--0.001474618911743164--0.0016031265258789062--0.0017278194427490234--0.001856088638305664--0.001985788345336914--0.0021212100982666016--0.0022737979888916016--0.002446413040161133--0.0026416778564453125--0.0028791427612304688--0.003179311752319336--0.0035610198974609375--0.004083395004272461--0.004884481430053711--0.006305694580078125--0.009450912475585938--0.018996477127075195
786,111745.2,2.5055021276254483,27.726290780869896,4,direct,rf4_s1__,11,0.00042700767517089844--0.0011243820190429688--0.0013325214385986328--0.0014748573303222656--0.0016047954559326172--0.001730203628540039--0.0018551349639892578--0.001987457275390625--0.0021293163299560547--0.002282857894897461--0.0024597644805908203--0.002658843994140625--0.002894878387451172--0.0031905174255371094--0.0035772323608398438--0.0041201114654541016--0.004953622817993164--0.0064313411712646484--0.009687662124633789--0.019191980361938477
891,113269.8,2.5027771880723773,27.174408888924717,4,direct,rf4_s1__,11,0.0003845691680908203--0.0011355876922607422--0.0013403892517089844--0.0014805793762207031--0.0016093254089355469--0.001735687255859375--0.0018608570098876953--0.0019905567169189453--0.0021326541900634766--0.0022852420806884766--0.002458333969116211--0.002658367156982422--0.0028960704803466797--0.003179311752319336--0.003563404083251953--0.004090309143066406--0.004889488220214844--0.006302356719970703--0.009408712387084961--0.018699169158935547
96,85155.4,1.1136361530848913,2.156330614673848,4,direct,rf4_s1__,11,0.0004096031188964844--0.0006170272827148438--0.0007770061492919922--0.0008611679077148438--0.0009124279022216797--0.0009484291076660156--0.000982046127319336--0.001012563705444336--0.001046895980834961--0.0010828971862792969--0.0011181831359863281--0.0011608600616455078--0.0012052059173583984--0.0012559890747070312--0.0013201236724853516--0.0013916492462158203--0.0014805793762207031--0.0015985965728759766--0.0017719268798828125--0.0021123886108398438
996,113877.9,2.5729604315539465,31.19316882058781,4,direct,rf4_s1__,11,0.00039839744567871094--0.0011487007141113281--0.0013568401336669922--0.0014986991882324219--0.001634359359741211--0.0017681121826171875--0.0019009113311767578--0.002035856246948242--0.002180337905883789--0.0023398399353027344--0.0025205612182617188--0.002729654312133789--0.0029833316802978516--0.0032892227172851562--0.0036873817443847656--0.004247426986694336--0.005094289779663086--0.006606101989746094--0.009964227676391602--0.02008366584777832
144,7175.5,20.817590086427455,37.6221774375602,2,direct,rf4_s2__,22,0.0014872550964355469--0.0073587894439697266--0.00998067855834961--0.012067317962646484--0.013784408569335938--0.01532125473022461--0.016607046127319336--0.017824649810791016--0.018896818161010742--0.01993727684020996--0.02086472511291504--0.0218508243560791--0.022823572158813477--0.023883819580078125--0.025014638900756836--0.026294469833374023--0.027914762496948242--0.02980637550354004--0.03247809410095215--0.0372166633605957
192,7021.6,28.594894507496626,55.081030757156846,2,direct,rf4_s2__,22,0.0014569759368896484--0.008121252059936523--0.011689901351928711--0.01453399658203125--0.017255544662475586--0.019858598709106445--0.022094011306762695--0.02400493621826172--0.0255892276763916--0.027159690856933594--0.028648853302001953--0.030165910720825195--0.03164339065551758--0.033292293548583984--0.034928321838378906--0.036904335021972656--0.03917884826660156--0.04224586486816406--0.04654669761657715--0.054204463958740234
240,7805.9,32.30365248751049,64.52495500075915,2,direct,rf4_s2__,22,0.0013439655303955078--0.0076787471771240234--0.011619329452514648--0.014943361282348633--0.017946243286132812--0.020834684371948242--0.02357339859008789--0.025964975357055664--0.028295278549194336--0.03039717674255371--0.03233027458190918--0.03432512283325195--0.03622889518737793--0.03818106651306152--0.04043459892272949--0.042932748794555664--0.045747995376586914--0.0491182804107666--0.05378842353820801--0.06298041343688965
288,7960.6,37.47415953669055,78.66373473200305,2,direct,rf4_s2__,22,0.001377105712890625--0.008345603942871094--0.014384269714355469--0.018398284912109375--0.021781206130981445--0.024931907653808594--0.027807235717773438--0.030396699905395508--0.03301429748535156--0.035477638244628906--0.03770899772644043--0.03993964195251465--0.04218125343322754--0.04454612731933594--0.0470585823059082--0.04983782768249512--0.05322837829589844--0.057498931884765625--0.0634152889251709--0.07665705680847168
336,8078.6,42.85523595189202,90.05752470366347,2,direct,rf4_s2__,22,0.0013549327850341797--0.011655807495117188--0.017255544662475586--0.021516799926757812--0.02509021759033203--0.028423786163330078--0.03149771690368652--0.034366607666015625--0.037177085876464844--0.03996014595031738--0.042740583419799805--0.04553723335266113--0.04855608940124512--0.05153369903564453--0.054708003997802734--0.058197975158691406--0.06250405311584473--0.06772136688232422--0.07466864585876465--0.08838295936584473
384,8613.8,46.17100552573723,95.20541324516653,2,direct,rf4_s2__,22,0.0011987686157226562--0.014284610748291016--0.02065563201904297--0.025288820266723633--0.029188871383666992--0.03246045112609863--0.03542065620422363--0.03818964958190918--0.04082155227661133--0.04346203804016113--0.0460810661315918--0.04869341850280762--0.051371097564697266--0.054143428802490234--0.057270050048828125--0.06075716018676758--0.06479835510253906--0.06999778747558594--0.07736635208129883--0.09181499481201172
432,8702.0,52.19704434618972,105.64653170273601,2,direct,rf4_s2__,22,0.00142669677734375--0.017037153244018555--0.02456498146057129--0.029422760009765625--0.033348798751831055--0.03688859939575195--0.04017925262451172--0.043227195739746094--0.046195268630981445--0.04917454719543457--0.052187442779541016--0.05508136749267578--0.05811262130737305--0.06125450134277344--0.06468391418457031--0.06860065460205078--0.07329273223876953--0.07919669151306152--0.08756351470947266--0.10323047637939453
480,9365.9,54.94348389479135,109.78875516361221,2,direct,rf4_s2__,22,0.0013594627380371094--0.014028310775756836--0.022884130477905273--0.028876066207885742--0.03375720977783203--0.03810524940490723--0.04194164276123047--0.04552197456359863--0.04899930953979492--0.05227088928222656--0.05544900894165039--0.0586092472076416--0.06175565719604492--0.06508040428161621--0.06874227523803711--0.07288169860839844--0.07773327827453613--0.08419370651245117--0.09291815757751465--0.10813283920288086
48,5558.0,8.039407730102539,17.621793746948242,2,direct,rf4_s2__,22,0.0014815330505371094--0.003923654556274414--0.004796266555786133--0.005365610122680664--0.005820751190185547--0.006272792816162109--0.006661653518676758--0.007018566131591797--0.0073969364166259766--0.007779836654663086--0.008143901824951172--0.008549690246582031--0.008989572525024414--0.009508371353149414--0.010031461715698242--0.010667800903320312--0.011457443237304688--0.012595891952514648--0.014120340347290039--0.017270803451538086
528,9514.7,59.76069468372273,115.45045015946874,2,direct,rf4_s2__,22,0.0012955665588378906--0.014996767044067383--0.025787353515625--0.032651662826538086--0.038182735443115234--0.042851924896240234--0.04684591293334961--0.050559043884277344--0.054030656814575195--0.0573728084564209--0.060778141021728516--0.0643606185913086--0.06793332099914551--0.07174944877624512--0.07601141929626465--0.08049225807189941--0.0857694149017334--0.09184813499450684--0.10020589828491211--0.1141824722290039
576,9388.3,66.45763456615197,124.57899032579574,2,direct,rf4_s2__,22,0.0014812946319580078--0.0178375244140625--0.02973198890686035--0.036968231201171875--0.04294848442077637--0.04792165756225586--0.05209040641784668--0.05595850944519043--0.05971050262451172--0.06321334838867188--0.06665492057800293--0.07011127471923828--0.07373476028442383--0.07764172554016113--0.0818796157836914--0.08658051490783691--0.09191274642944336--0.09860467910766602--0.10773062705993652--0.12336850166320801
681,9208.2,79.53335677876191,154.4870492290048,2,direct,rf4_s2__,22,0.001434326171875--0.015100240707397461--0.03178739547729492--0.042215585708618164--0.04975080490112305--0.05616116523742676--0.061661481857299805--0.06652402877807617--0.0709526538848877--0.07561779022216797--0.08005595207214355--0.08459734916687012--0.08953142166137695--0.09481930732727051--0.10045909881591797--0.10627985000610352--0.11283445358276367--0.12128901481628418--0.13324236869812012--0.1522376537322998
786,9968.4,78.82619719498787,147.5414466596987,2,direct,rf4_s2__,22,0.0012621879577636719--0.017706632614135742--0.03269386291503906--0.04291582107543945--0.051096439361572266--0.05762648582458496--0.0627603530883789--0.06722450256347656--0.07117486000061035--0.07516598701477051--0.07928991317749023--0.08356070518493652--0.0884850025177002--0.09379148483276367--0.09942388534545898--0.10550737380981445--0.1125946044921875--0.12089157104492188--0.13133668899536133--0.1465291976928711
891,10014.0,95.22298056205204,182.66138045389997,2,direct,rf4_s2__,22,0.0013370513916015625--0.014025449752807617--0.03848767280578613--0.05149078369140625--0.06154894828796387--0.07033824920654297--0.07788705825805664--0.08371090888977051--0.08835124969482422--0.09237933158874512--0.09665989875793457--0.10123848915100098--0.10650253295898438--0.11228609085083008--0.1188361644744873--0.12621688842773438--0.13504838943481445--0.1451888084411621--0.15857577323913574--0.17897891998291016
96,6765.7,14.497229031154088,26.668621569263692,2,direct,rf4_s2__,22,0.0016469955444335938--0.005698204040527344--0.0074748992919921875--0.008860349655151367--0.009965181350708008--0.010907888412475586--0.01175689697265625--0.012500524520874023--0.013270139694213867--0.013944625854492188--0.014618873596191406--0.015291690826416016--0.01603388786315918--0.016824722290039062--0.017658710479736328--0.018590450286865234--0.019743680953979492--0.021152257919311523--0.023169517517089844--0.02658247947692871
996,9938.9,108.0351692947311,213.60971340582,2,direct,rf4_s2__,22,0.0014126300811767578--0.015465974807739258--0.04323530197143555--0.05789995193481445--0.0673830509185791--0.077880859375--0.08766794204711914--0.0949397087097168--0.10029363632202148--0.1046288013458252--0.1087179183959961--0.11301302909851074--0.11791205406188965--0.1240684986114502--0.1320199966430664--0.14223670959472656--0.1529083251953125--0.16588306427001953--0.18378448486328125--0.20860028266906738
144,10434.5,11.67230246818229,35.53706979098385,4,direct,rf4_s2__,21,0.0014111995697021484--0.00452876091003418--0.00580143928527832--0.006738901138305664--0.007522106170654297--0.008208513259887695--0.008887767791748047--0.009557485580444336--0.010257720947265625--0.010939598083496094--0.011642217636108398--0.012431144714355469--0.01325225830078125--0.014109373092651367--0.01516866683959961--0.01645517349243164--0.01806807518005371--0.020275354385375977--0.024312734603881836--0.03335309028625488
192,13958.1,12.840069446367087,29.42963236386014,4,direct,rf4_s2__,21,0.0013718605041503906--0.004868030548095703--0.006448268890380859--0.007597923278808594--0.008550882339477539--0.00937509536743164--0.010125398635864258--0.01083064079284668--0.011511802673339844--0.01217508316040039--0.012873172760009766--0.01357579231262207--0.014327526092529297--0.015122413635253906--0.016056299209594727--0.01711869239807129--0.01835775375366211--0.020070552825927734--0.022619247436523438--0.027999401092529297
240,15222.9,15.289545059204102,32.704086343118966,4,direct,rf4_s2__,21,0.0014309883117675781--0.005826234817504883--0.007800102233886719--0.00911259651184082--0.010239601135253906--0.011194467544555664--0.01207113265991211--0.01291513442993164--0.01369166374206543--0.014470100402832031--0.015285730361938477--0.016101360321044922--0.01700305938720703--0.017918109893798828--0.01896500587463379--0.020160436630249023--0.02162456512451172--0.023423194885253906--0.026078224182128906--0.031569719314575195
288,15557.8,17.78726577758789,40.48408804268673,4,direct,rf4_s2__,21,0.0013623237609863281--0.006453037261962891--0.008523941040039062--0.010140657424926758--0.01147913932800293--0.012690067291259766--0.013759374618530273--0.014769554138183594--0.015778779983520508--0.016776084899902344--0.01768660545349121--0.01871490478515625--0.0197906494140625--0.02096843719482422--0.022233009338378906--0.02379441261291504--0.025602340698242188--0.027940034866333008--0.031527042388916016--0.03888750076293945
336,15197.8,21.49710570566753,50.3149251260701,4,direct,rf4_s2__,21,0.001516580581665039--0.007325172424316406--0.009928464889526367--0.01189422607421875--0.013647079467773438--0.01510477066040039--0.01642584800720215--0.01770806312561035--0.01894688606262207--0.02019476890563965--0.021399497985839844--0.022739887237548828--0.024021387100219727--0.025429487228393555--0.02698349952697754--0.0287935733795166--0.030946731567382812--0.03376603126525879--0.037999868392944336--0.04787850379943848
384,14922.1,24.747708918517116,61.834206852888194,4,direct,rf4_s2__,21,0.001201629638671875--0.007403850555419922--0.010573148727416992--0.012926816940307617--0.014965295791625977--0.01678752899169922--0.01849675178527832--0.020105361938476562--0.02164936065673828--0.023198843002319336--0.02472066879272461--0.02623772621154785--0.02788233757019043--0.029661178588867188--0.031620025634765625--0.0339663028717041--0.03682303428649902--0.0406954288482666--0.04624795913696289--0.0585479736328125
432,15563.3,26.73530194067186,71.47255526160315,4,direct,rf4_s2__,21,0.0014564990997314453--0.006865024566650391--0.010129213333129883--0.01287388801574707--0.015213727951049805--0.017361879348754883--0.019420385360717773--0.021236181259155273--0.023043394088745117--0.02478170394897461--0.026656627655029297--0.02848362922668457--0.03034496307373047--0.03244924545288086--0.034690141677856445--0.03736758232116699--0.04068946838378906--0.04508495330810547--0.05237698554992676--0.06854033470153809
480,15130.1,30.773657980796212,81.6546599399994,4,direct,rf4_s2__,21,0.0014846324920654297--0.007371425628662109--0.011362552642822266--0.014563560485839844--0.017202138900756836--0.019632339477539062--0.02188730239868164--0.024147748947143555--0.026351451873779297--0.0285031795501709--0.03067779541015625--0.03298377990722656--0.03535819053649902--0.03784680366516113--0.040743112564086914--0.04406285285949707--0.04799985885620117--0.05333971977233887--0.06148838996887207--0.07823371887207031
48,11414.8,3.9387989044189453,8.547201156616211,4,direct,rf4_s2__,21,0.0012660026550292969--0.002260446548461914--0.002897024154663086--0.0031278133392333984--0.003286123275756836--0.00342559814453125--0.0035424232482910156--0.0036602020263671875--0.0037779808044433594--0.0038857460021972656--0.004006385803222656--0.004131317138671875--0.004266977310180664--0.004418134689331055--0.004616498947143555--0.0048274993896484375--0.005140542984008789--0.0055522918701171875--0.006342411041259766--0.008277177810668945
528,17584.6,30.758705678975808,71.48832060256095,4,direct,rf4_s2__,21,0.0012862682342529297--0.007283210754394531--0.01161503791809082--0.014953851699829102--0.017629384994506836--0.020145654678344727--0.022411823272705078--0.024666309356689453--0.0267486572265625--0.028737783432006836--0.030743837356567383--0.03276515007019043--0.034827470779418945--0.037042856216430664--0.0394282341003418--0.04211688041687012--0.0455470085144043--0.050017595291137695--0.05669426918029785--0.06991767883300781
576,18102.1,32.05817710982062,80.26095863857071,4,direct,rf4_s2__,21,0.001474618911743164--0.006016254425048828--0.009788990020751953--0.013667106628417969--0.016928911209106445--0.019923925399780273--0.022694826126098633--0.025238513946533203--0.02766561508178711--0.02999424934387207--0.03239297866821289--0.03479194641113281--0.03730940818786621--0.039911508560180664--0.04281759262084961--0.04610466957092285--0.05002284049987793--0.05533862113952637--0.06332135200500488--0.07863473892211914
