parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
1408,41145.7,3,253,32,solrj,rf16_s1_
1664,39571.7,3,335,32,solrj,rf16_s1_
1920,39633.9,4,402,32,solrj,rf16_s1_
2176,39364.7,4,461,32,solrj,rf16_s1_
2432,38185.9,4,507,32,solrj,rf16_s1_
128,31906.2,1,6,32,solrj,rf16_s1_
2688,38228.6,4,582,32,solrj,rf16_s1_
2944,38147.2,4,645,32,solrj,rf16_s1_
384,41461.2,2,20,32,solrj,rf16_s1_
640,50383.5,2,65,32,solrj,rf16_s1_
896,45193.3,3,137,32,solrj,rf16_s1_
1152,42860.2,3,205,32,solrj,rf16_s1_
