parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,12505.13,104,259,32,direct,rf2_s16_
416,13255.33,114,279,32,direct,rf2_s16_
480,13842.6,126,292,32,direct,rf2_s16_
544,14377.6,137,312,32,direct,rf2_s16_
608,14706.0,148,331,32,direct,rf2_s16_
32,4212.2,7,158,32,direct,rf2_s16_
672,15067.67,158,348,32,direct,rf2_s16_
736,14655.0,174,376,32,direct,rf2_s16_
800,15537.67,180,394,32,direct,rf2_s16_
864,15351.6,196,423,32,direct,rf2_s16_
928,15541.33,205,433,32,direct,rf2_s16_
992,15760.87,216,464,32,direct,rf2_s16_
1056,15847.33,225,480,32,direct,rf2_s16_
1120,16075.07,236,504,32,direct,rf2_s16_
1184,16000.27,248,524,32,direct,rf2_s16_
1248,16031.07,261,543,32,direct,rf2_s16_
96,6107.67,21,197,32,direct,rf2_s16_
1312,15883.13,274,588,32,direct,rf2_s16_
1376,16093.13,282,607,32,direct,rf2_s16_
1440,15735.27,290,644,32,direct,rf2_s16_
1504,16308.47,298,660,32,direct,rf2_s16_
1568,14846.67,310,1059,32,direct,rf2_s16_
1632,16233.73,317,728,32,direct,rf2_s16_
1696,16043.53,330,768,32,direct,rf2_s16_
1760,16278.2,341,807,32,direct,rf2_s16_
1824,15165.47,355,1254,32,direct,rf2_s16_
1888,15744.93,368,827,32,direct,rf2_s16_
160,8763.87,42,199,32,direct,rf2_s16_
1952,15474.53,375,859,32,direct,rf2_s16_
2016,15804.13,396,850,32,direct,rf2_s16_
2080,15873.27,404,853,32,direct,rf2_s16_
2144,15856.73,412,878,32,direct,rf2_s16_
2208,14994.13,430,826,32,direct,rf2_s16_
224,10890.53,63,213,32,direct,rf2_s16_
288,11744.87,87,240,32,direct,rf2_s16_
