parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,5724.73,229,506,32,direct,rf6_s32_
416,5911.47,252,588,32,direct,rf6_s32_
480,6603.73,263,596,32,direct,rf6_s32_
544,6374.53,308,719,32,direct,rf6_s32_
608,6560.13,323,814,32,direct,rf6_s32_
32,1752.0,15,280,32,direct,rf6_s32_
672,6338.0,372,1079,32,direct,rf6_s32_
736,6789.53,380,1143,32,direct,rf6_s32_
800,6922.93,406,1193,32,direct,rf6_s32_
864,7159.73,429,1281,32,direct,rf6_s32_
928,7103.0,456,1389,32,direct,rf6_s32_
992,7277.33,470,1374,32,direct,rf6_s32_
1056,7306.87,506,1290,32,direct,rf6_s32_
1120,7158.07,530,1162,32,direct,rf6_s32_
1184,7402.33,558,1063,32,direct,rf6_s32_
1248,7298.2,589,1006,32,direct,rf6_s32_
96,2659.0,105,461,32,direct,rf6_s32_
1312,7218.8,618,903,32,direct,rf6_s32_
1376,7388.47,634,796,32,direct,rf6_s32_
1440,7120.8,665,728,32,direct,rf6_s32_
1504,6890.13,710,636,32,direct,rf6_s32_
1568,7313.6,718,606,32,direct,rf6_s32_
1632,7129.67,744,562,32,direct,rf6_s32_
1696,7329.67,757,552,32,direct,rf6_s32_
1760,7174.33,816,506,32,direct,rf6_s32_
1824,7303.0,822,499,32,direct,rf6_s32_
1888,7195.13,843,486,32,direct,rf6_s32_
160,4380.47,140,361,32,direct,rf6_s32_
1952,6913.73,885,489,32,direct,rf6_s32_
2016,7211.2,916,472,32,direct,rf6_s32_
2080,6542.67,947,492,32,direct,rf6_s32_
2144,6815.87,1027,511,32,direct,rf6_s32_
2208,6837.33,1057,536,32,direct,rf6_s32_
224,4883.13,172,425,32,direct,rf6_s32_
288,5410.53,195,468,32,direct,rf6_s32_
