


"Host:","node-13.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:20 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 16:58:18,0.062,0.562,99.375,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,426,606,0,0,0,122,177,0,3221221376,10,1268,0,0,0
01-10 16:58:19,0,0.562,99.438,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,1033,1225,0,2,1,126,186,0,3221221376,10,1268,0,0,0
01-10 16:58:20,0,0.563,99.437,0,0,12950757376,49490468864,267907072,4447170560,0,24576,0,4,521,622,0,0,0,115,159,0,3221221376,10,1268,0,0,0
01-10 16:58:21,0.062,0.562,99.375,0,0,12950757376,49490468864,267907072,4447170560,0,0,0,0,425,622,0,0,0,105,145,0,3221221376,10,1268,0,0,0
01-10 16:58:22,0,0.625,99.375,0,0,12950753280,49490468864,267907072,4447174656,0,0,0,0,486,606,0,0,0,113,153,0,3221221376,10,1268,0,0,0
01-10 16:58:23,0,0.562,99.438,0,0,12950753280,49490468864,267907072,4447174656,0,0,0,0,425,606,0,0,0,121,182,0,3221221376,10,1268,0,0,0
01-10 16:58:24,0,0.563,99.437,0,0,12950749184,49490468864,267907072,4447178752,0,32768,0,4,1363,1344,0,0,0,140,182,0,3221221376,10,1267,0,1,0
01-10 16:58:25,0.062,0.624,99.251,0.062,0,12950749184,49490468864,267907072,4447178752,0,81920,0,8,3563,6990,0,0,0,141,185,0,3221221376,10,1267,0,1,0
01-10 16:58:26,0,0.563,99.437,0,0,12950749184,49490468864,267907072,4447178752,0,0,0,0,844,1064,0,0,0,134,187,0,3221221376,10,1266,0,2,0
01-10 16:58:27,0,0.562,99.438,0,0,12950749184,49490468864,267907072,4447178752,0,0,0,0,700,606,0,0,0,120,172,0,3221221376,10,1266,0,2,0
01-10 16:58:28,0.063,0.563,99.375,0,0,12950749184,49490468864,267907072,4447178752,0,0,0,0,4037,6077,0,4,5,132,178,0,3221221376,10,1266,0,2,0
01-10 16:58:29,0,0.625,99.375,0,0,12950749184,49490468864,267907072,4447178752,0,0,0,0,657,852,0,0,0,124,171,0,3221221376,10,1266,0,2,0
01-10 16:58:30,0,0.563,99.437,0,0,12950749184,49490468864,267907072,4447178752,0,0,0,0,606,666,0,0,0,131,184,0,3221221376,10,1264,0,3,0
01-10 16:58:31,0,0.563,99.437,0,0,12950589440,49490628608,267907072,4447178752,0,24576,0,4,365,606,0,0,0,119,174,0,3221221376,10,1264,0,3,0
01-10 16:58:32,0.062,0.562,99.375,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,3642,5776,0,2,1,136,181,0,3221221376,10,1264,0,3,0
01-10 16:58:33,0.062,0.562,99.375,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,1570,1572,0,1,2,139,203,0,3221221376,10,1262,0,5,0
01-10 16:58:34,0,0.562,99.438,0,0,12950589440,49490628608,267907072,4447178752,0,49152,0,12,1074,1670,0,0,0,170,226,0,3221221376,10,1260,0,7,0
01-10 16:58:35,0.063,0.500,99.437,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,1120,622,0,0,0,124,173,0,3221221376,10,1260,0,7,0
01-10 16:58:36,0,0.625,99.375,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,1524,1932,0,0,0,165,233,0,3221221376,10,1257,0,10,0
01-10 16:58:37,0.062,0.562,99.375,0,0,12950589440,49490628608,267907072,4447178752,0,24576,0,4,425,606,0,0,0,116,163,0,3221221376,10,1257,0,10,0
01-10 16:58:38,0.062,0.562,99.375,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,306,682,0,0,0,109,153,0,3221221376,10,1257,0,10,0
01-10 16:58:39,0,0.562,99.438,0,0,12950589440,49490628608,267907072,4447178752,0,24576,0,4,991,836,0,0,0,143,204,0,3221221376,10,1257,0,10,0
01-10 16:58:40,0.062,0.500,99.438,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,426,622,0,0,0,104,141,0,3221221376,10,1257,0,10,0
01-10 16:58:41,0,0.563,99.437,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,1515,966,0,0,0,126,167,0,3221221376,10,1257,0,10,0
01-10 16:58:42,0.062,0.562,99.313,0.062,0,12950589440,49490628608,267907072,4447178752,0,32768,0,4,486,606,0,0,0,122,170,0,3221221376,10,1257,0,10,0
01-10 16:58:43,0,0.500,99.500,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,365,622,0,0,0,113,180,0,3221221376,10,1257,0,10,0
01-10 16:58:44,0,0.625,99.375,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,538,836,0,0,0,119,153,0,3221221376,10,1257,0,10,0
01-10 16:58:45,0.062,0.562,99.375,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,425,606,0,0,0,104,141,0,3221221376,10,1257,0,10,0
01-10 16:58:46,0.063,0.563,99.375,0,0,12950589440,49490628608,267907072,4447178752,0,0,0,0,1362,1124,0,2,1,177,195,0,3221221376,10,1257,0,10,0
01-10 16:58:47,0.062,0.500,99.438,0,0,12950597632,49490620416,267907072,4447178752,0,0,0,0,545,622,0,0,0,117,174,0,3221221376,10,1257,0,10,0
01-10 16:58:48,0.062,0.562,99.375,0,0,12950593536,49490620416,267911168,4447178752,0,32768,0,4,186,606,0,0,0,114,162,0,3221221376,10,1257,0,10,0
01-10 16:58:49,0,0.625,99.375,0,0,12950585344,49490628608,267911168,4447178752,0,0,0,0,477,852,0,0,0,124,167,0,3221221376,10,1257,0,10,0
01-10 16:58:50,0.062,0.562,99.375,0,0,12950585344,49490628608,267911168,4447178752,0,0,0,0,306,606,0,0,0,108,159,0,3221221376,10,1257,0,10,0
01-10 16:58:51,0.062,0.500,99.438,0,0,12950581248,49490628608,267911168,4447182848,0,0,0,0,665,606,0,0,0,115,164,0,3221221376,10,1257,0,10,0
01-10 16:58:52,0,0.563,99.437,0,0,12950581248,49490628608,267911168,4447182848,0,0,0,0,486,606,0,0,0,113,175,0,3221221376,10,1257,0,10,0
01-10 16:58:53,0,0.562,99.375,0.062,0,12950577152,49490628608,267911168,4447186944,0,98304,0,8,425,606,0,0,0,117,157,0,3221221376,10,1257,0,10,0
01-10 16:58:54,0.062,0.562,99.375,0,0,12950577152,49490628608,267911168,4447186944,0,0,0,0,478,852,0,0,0,125,181,0,3221221376,10,1257,0,10,0
01-10 16:58:55,0,0.562,99.438,0,0,12950577152,49490628608,267911168,4447186944,0,0,0,0,305,606,0,0,0,108,166,0,3221221376,10,1257,0,10,0
01-10 16:58:56,0,0.625,99.375,0,0,12950577152,49490628608,267911168,4447186944,0,0,0,0,666,606,0,0,0,115,149,0,3221221376,10,1257,0,10,0
01-10 16:58:57,0.062,0.625,99.313,0,0,12950577152,49490628608,267911168,4447186944,0,0,0,0,605,708,0,0,0,114,153,0,3221221376,10,1257,0,10,0
01-10 16:58:58,0,0.501,99.499,0,0,12950577152,49490628608,267911168,4447186944,0,0,0,0,630,1704,0,0,0,116,161,0,3221221376,10,1257,0,10,0
01-10 16:58:59,0.312,0.812,98.875,0,0,12950573056,49490628608,267915264,4447186944,0,40960,0,8,30553,29647,0,2,1,232,277,0,3221221376,10,1257,0,10,0
01-10 16:59:00,0,0.562,99.438,0,0,12950573056,49490628608,267915264,4447186944,0,0,0,0,507,638,0,0,0,111,150,0,3221221376,10,1257,0,10,0
01-10 16:59:01,0,0.563,99.437,0,0,12950573056,49490628608,267915264,4447186944,0,0,0,0,425,606,0,0,0,98,135,0,3221221376,10,1257,0,10,0
01-10 16:59:02,0.062,0.562,99.375,0,0,12950573056,49490628608,267915264,4447186944,0,0,0,0,306,606,0,0,0,111,159,0,3221221376,10,1257,0,10,0
01-10 16:59:03,0,0.562,99.438,0,0,12950573056,49490628608,267915264,4447186944,0,0,0,0,770,606,0,0,0,122,174,0,3221221376,10,1257,0,10,0
01-10 16:59:04,0,0.625,99.375,0,0,12950573056,49490628608,267915264,4447186944,0,0,0,0,298,836,0,0,0,116,170,0,3221221376,10,1257,0,10,0
01-10 16:59:05,0,0.563,99.437,0,0,12950573056,49490628608,267915264,4447186944,0,24576,0,4,365,606,0,0,0,115,160,0,3221221376,10,1257,0,10,0
01-10 16:59:06,0.062,0.625,99.313,0,0,12950573056,49490628608,267915264,4447186944,0,0,0,0,701,622,0,0,0,123,171,0,3221221376,10,1257,0,10,0
01-10 16:59:07,0,0.500,99.500,0,0,12950573056,49490628608,267915264,4447186944,0,0,0,0,485,606,0,0,0,112,164,0,3221221376,10,1257,0,10,0
01-10 16:59:08,0.629,0.818,98.553,0,0,12950573056,49490628608,267915264,4447186944,0,0,0,0,235536,177564,204,151,148,3243,5113,0,3221221376,10,366,1,10,0
01-10 16:59:09,0.188,0.376,99.436,0,0,12950302720,49490898944,267915264,4447186944,0,0,0,0,74529,56432,51,40,55,1359,1588,0,3221221376,10,86,0,10,0
01-10 16:59:10,0,0.250,99.688,0.062,0,12950302720,49490898944,267915264,4447186944,0,106496,0,22,186,630,0,0,0,107,175,0,3221221376,10,86,0,10,0
01-10 16:59:11,0,0.188,99.812,0,0,12950302720,49490898944,267915264,4447186944,0,0,0,0,605,726,0,0,0,104,172,0,3221221376,10,86,0,10,0
01-10 16:59:12,0.062,0.375,99.563,0,0,12950810624,49490391040,267915264,4447186944,0,0,0,0,587,853,0,0,0,167,179,0,3221221376,10,87,0,10,0
01-10 16:59:13,0.063,0.250,99.687,0,0,12950691840,49490509824,267915264,4447186944,0,0,0,0,2657,3389,0,2,1,220,224,0,3221221376,10,86,1,10,0
01-10 16:59:14,0,0.250,99.750,0,0,12950302720,49490898944,267915264,4447186944,0,0,0,0,844,1092,0,0,0,151,213,0,3221221376,10,86,0,10,0
01-10 16:59:15,0,0.250,99.750,0,0,12950302720,49490898944,267915264,4447186944,0,65536,0,4,425,606,0,0,0,107,176,0,3221221376,10,86,0,10,0
01-10 16:59:16,0,0.250,99.750,0,0,12950302720,49490898944,267915264,4447186944,0,0,0,0,760,622,0,0,0,103,157,0,3221221376,10,86,0,10,0
01-10 16:59:17,0,0.188,99.812,0,0,12950302720,49490898944,267915264,4447186944,0,0,0,0,605,606,0,0,0,94,147,0,3221221376,10,86,0,10,0
01-10 16:59:18,0,0.250,99.750,0,0,12950302720,49490898944,267915264,4447186944,0,0,0,0,546,606,0,0,0,95,153,0,3221221376,10,86,0,10,0
01-10 16:59:19,0,0.188,99.812,0,0,12950302720,49490898944,267915264,4447186944,0,0,0,0,1033,1225,0,2,1,117,196,0,3221221376,10,86,0,10,0
01-10 16:59:20,0.062,0.250,99.688,0,0,12950298624,49490898944,267915264,4447191040,0,73728,0,8,761,622,0,0,0,106,162,0,3221221376,10,86,0,10,0
01-10 16:59:21,0,0.250,99.750,0,0,12950298624,49490898944,267915264,4447191040,0,0,0,0,365,622,0,0,0,96,149,0,3221221376,10,86,0,10,0
01-10 16:59:22,0,0.250,99.750,0,0,12950294528,49490898944,267915264,4447195136,0,0,0,0,366,606,0,0,0,97,159,0,3221221376,10,86,0,10,0
01-10 16:59:23,0,0.188,99.812,0,0,12950294528,49490898944,267915264,4447195136,0,0,0,0,425,606,0,0,0,97,158,0,3221221376,10,86,0,10,0
01-10 16:59:24,0.062,0.250,99.688,0,0,12950294528,49490898944,267915264,4447195136,0,0,0,0,753,836,0,0,0,108,175,0,3221221376,10,86,0,10,0
01-10 16:59:25,0,0.188,99.812,0,0,12950294528,49490898944,267915264,4447195136,0,0,0,0,605,606,0,0,0,96,145,0,3221221376,10,86,0,9,0
01-10 16:59:26,0,0.250,99.688,0.062,0,12950294528,49490898944,267915264,4447195136,0,65536,0,6,306,606,0,0,0,109,177,0,3221221376,10,86,0,9,0
01-10 16:59:27,0,0.250,99.750,0,0,12950294528,49490898944,267915264,4447195136,0,0,0,0,725,622,0,0,0,106,164,0,3221221376,10,86,0,8,0
01-10 16:59:28,0.062,0.250,99.688,0,0,12950294528,49490898944,267915264,4447195136,0,0,0,0,366,606,0,0,0,91,147,0,3221221376,10,86,0,8,0
01-10 16:59:29,0,0.250,99.750,0,0,12950294528,49490898944,267915264,4447195136,0,0,0,0,992,836,0,0,0,112,181,0,3221221376,10,86,0,8,0
01-10 16:59:30,0.062,0.188,99.750,0,0,12950294528,49490898944,267915264,4447195136,0,16384,0,4,426,606,0,0,0,101,160,0,3221221376,10,86,0,8,0
01-10 16:59:31,0,0.188,99.812,0,0,12950294528,49490898944,267919360,4447191040,0,24576,0,4,1012,754,0,0,0,143,191,0,3221221376,10,85,0,7,1
01-10 16:59:32,0,0.250,99.750,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,873,1474,0,2,1,104,149,0,3221221376,10,85,0,7,1
01-10 16:59:33,0,0.188,99.812,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,948,998,0,0,0,107,171,0,3221221376,10,84,0,8,1
01-10 16:59:34,0,0.250,99.750,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,658,836,0,0,0,115,181,0,3221221376,10,84,0,6,1
01-10 16:59:35,0,0.188,99.812,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,783,982,0,0,0,112,187,0,3221221376,10,83,0,7,1
01-10 16:59:36,0,0.250,99.750,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,186,606,0,0,0,93,150,0,3221221376,10,83,0,5,1
01-10 16:59:37,0.062,0.187,99.688,0.062,0,12950290432,49490898944,267919360,4447195136,0,24576,0,4,827,672,0,0,0,107,165,0,3221221376,10,83,0,5,1
01-10 16:59:38,0,0.188,99.812,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,246,622,0,0,0,94,155,0,3221221376,10,83,0,2,1
01-10 16:59:39,0.062,0.250,99.688,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,657,836,0,0,0,119,244,0,3221221376,10,83,0,2,1
01-10 16:59:40,0,0.250,99.750,0,0,12950290432,49490898944,267919360,4447195136,0,106496,0,22,581,606,0,0,0,100,148,0,3221221376,10,83,0,2,1
01-10 16:59:41,0,0.188,99.812,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,485,742,0,0,0,98,152,0,3221221376,10,83,0,2,1
01-10 16:59:42,0,0.250,99.750,0,0,12950290432,49490898944,267919360,4447195136,0,0,0,0,246,606,0,0,0,93,157,0,3221221376,10,83,0,2,1
01-10 16:59:43,0,0.188,99.812,0,0,12950290432,49490898944,267919360,4447195136,0,32768,0,4,639,606,0,0,0,111,180,0,3221221376,10,83,0,2,1
01-10 16:59:44,1.500,0.250,98.250,0,0,12950220800,49490964480,267919360,4447199232,0,0,0,0,12822,12954,2,9,8,503,561,0,3221221376,10,53,0,5,0
01-10 16:59:45,0.125,0.250,99.625,0,0,12950188032,49490997248,267919360,4447199232,0,0,0,0,1676,732,0,0,0,180,403,0,3221221376,10,53,0,5,0
01-10 16:59:46,0.063,0.250,99.687,0,0,12950188032,49490997248,267919360,4447199232,0,335872,0,78,1668,2752,0,4,3,268,484,0,3221221376,10,51,0,6,0
01-10 16:59:47,0.125,0.250,99.625,0,0,12950188032,49490997248,267919360,4447199232,0,0,0,0,915,1080,0,0,0,193,392,0,3221221376,10,50,0,7,0
01-10 16:59:48,0.062,0.250,99.688,0,0,12950188032,49490997248,267919360,4447199232,0,81920,0,6,366,606,0,0,0,130,286,0,3221221376,10,50,0,7,0
01-10 16:59:49,0.312,0.312,99.376,0,0,12950122496,49491062784,267919360,4447199232,0,0,0,0,1377,1572,0,0,0,336,715,0,3221221376,10,50,0,7,0
01-10 16:59:50,0.250,0.312,99.438,0,0,12950118400,49491062784,267919360,4447203328,0,0,0,0,306,606,0,0,0,286,731,0,3221221376,10,50,0,7,0
01-10 16:59:51,0.125,0.250,99.625,0,0,12950085632,49491095552,267919360,4447203328,0,0,0,0,1309,1424,0,0,0,251,579,0,3221221376,10,48,0,8,0
01-10 16:59:52,0.500,0.250,99.250,0,0,12950081536,49491095552,267919360,4447207424,0,0,0,0,2318,2445,6,0,0,469,1246,0,3221221376,10,46,0,11,0
01-10 16:59:53,0,0.250,99.750,0,0,12950081536,49491095552,267919360,4447207424,0,0,0,0,663,990,0,0,0,109,166,0,3221221376,10,46,0,11,0
01-10 16:59:54,0,0.250,99.688,0.062,0,12950081536,49491095552,267919360,4447207424,0,98304,0,8,538,836,0,0,0,116,192,0,3221221376,10,46,0,11,0
01-10 16:59:55,0.125,0.188,99.687,0,0,12949901312,49491275776,267919360,4447207424,0,0,0,0,10959,10724,2,9,6,349,427,0,3221221376,10,19,0,22,0
01-10 16:59:56,0,0.188,99.812,0,0,12949901312,49491275776,267919360,4447207424,0,0,0,0,246,630,0,0,0,90,150,0,3221221376,10,19,0,22,0
01-10 16:59:57,0,0.250,99.750,0,0,12949901312,49491275776,267919360,4447207424,0,0,0,0,605,666,1,0,0,92,149,0,3221221376,10,19,0,22,0
01-10 16:59:58,0,0.188,99.812,0,0,12949901312,49491275776,267919360,4447207424,0,0,0,0,606,614,0,0,0,112,173,0,3221221376,10,19,0,22,0
01-10 16:59:59,0,0.188,99.812,0,0,12949901312,49491275776,267919360,4447207424,0,24576,0,4,589,1066,0,2,1,117,202,0,3221221376,10,19,0,22,0
01-10 17:00:00,0.250,0.312,99.438,0,0,12949901312,49491275776,267919360,4447207424,0,0,0,0,29790,29229,0,0,0,152,200,0,3221221376,10,19,0,22,0
01-10 17:00:01,0,0.188,99.812,0,0,12949901312,49491275776,267919360,4447207424,0,16384,0,4,605,606,0,0,0,96,145,0,3221221376,10,19,0,22,0
01-10 17:00:02,0.062,0.250,99.688,0,0,12949901312,49491275776,267919360,4447207424,0,0,0,1,366,1244,0,0,0,147,218,0,3221221376,10,19,0,22,0
01-10 17:00:03,0,0.188,99.812,0,0,12949917696,49491226624,267919360,4447207424,0,0,0,0,971,614,0,0,0,165,205,0,3221221376,10,19,0,22,0
01-10 17:00:04,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,664,968,0,0,0,104,166,0,3221221376,10,19,0,22,0
01-10 17:00:05,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,98304,0,4,365,606,0,0,0,93,154,0,3221221376,10,19,0,22,0
01-10 17:00:06,0,0.250,99.750,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,306,622,0,0,0,101,166,0,3221221376,10,19,0,22,0
01-10 17:00:07,0.062,0.187,99.750,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,365,606,0,0,0,95,162,0,3221221376,10,19,0,22,0
01-10 17:00:08,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,306,606,0,0,0,107,156,0,3221221376,10,19,0,22,0
01-10 17:00:09,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,777,836,0,0,0,116,203,0,3221221376,10,19,0,22,0
01-10 17:00:10,0,0.250,99.688,0.062,0,12949901312,49491243008,267919360,4447207424,0,24576,0,4,246,606,0,0,0,92,163,0,3221221376,10,19,0,22,0
01-10 17:00:11,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,40960,0,4,820,622,0,0,0,113,170,0,3221221376,10,19,0,22,0
01-10 17:00:12,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,426,622,0,0,0,88,145,0,3221221376,10,19,0,22,0
01-10 17:00:13,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,537,836,0,1,2,90,144,0,3221221376,10,19,0,22,0
01-10 17:00:14,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,718,852,0,0,0,111,182,0,3221221376,10,19,0,22,0
01-10 17:00:15,0,0.250,99.750,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,485,606,0,0,0,101,158,0,3221221376,10,19,0,22,0
01-10 17:00:16,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,163840,0,32,246,606,0,0,0,115,163,0,3221221376,10,19,0,22,0
01-10 17:00:17,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,425,622,0,0,0,91,143,0,3221221376,10,19,0,22,0
01-10 17:00:18,0,0.188,99.812,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,186,606,0,0,0,89,155,0,3221221376,10,19,0,22,0
01-10 17:00:19,0.062,0.187,99.750,0,0,12949901312,49491243008,267919360,4447207424,0,0,0,0,1427,1225,0,2,1,128,206,0,3221221376,10,19,0,22,0
01-10 17:00:20,0,0.188,99.812,0,0,12949897216,49491243008,267919360,4447211520,0,0,0,0,186,622,0,0,0,83,137,0,3221221376,10,19,0,22,0
01-10 17:00:21,0.062,0.187,99.688,0.062,0,12949897216,49491243008,267919360,4447211520,0,73728,0,6,365,606,0,0,0,92,158,0,3221221376,10,19,0,22,0
01-10 17:00:22,0,0.250,99.750,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,306,622,0,0,0,93,151,0,3221221376,10,19,0,22,0
01-10 17:00:23,0,0.188,99.812,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,760,606,0,0,0,103,166,0,3221221376,10,19,0,22,0
01-10 17:00:24,0,0.188,99.812,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,598,836,0,0,0,104,171,0,3221221376,10,19,0,22,0
01-10 17:00:25,0,0.188,99.812,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,783,982,0,0,0,96,157,0,3221221376,10,18,0,23,0
01-10 17:00:26,0,0.188,99.812,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,426,606,0,0,0,104,165,0,3221221376,10,18,0,23,0
01-10 17:00:27,0,0.250,99.750,0,0,12949893120,49491243008,267919360,4447215616,0,65536,0,8,545,606,0,0,0,113,178,0,3221221376,10,18,0,23,0
01-10 17:00:28,0,0.188,99.812,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,999,998,0,1,1,111,171,0,3221221376,10,17,0,24,0
01-10 17:00:29,0.062,0.188,99.750,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,597,852,0,0,0,95,195,0,3221221376,10,17,0,24,0
01-10 17:00:30,0,0.188,99.812,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,246,606,0,0,0,90,153,0,3221221376,10,17,0,24,0
01-10 17:00:31,0,0.188,99.812,0,0,12949893120,49491243008,267919360,4447215616,0,0,0,0,485,666,0,0,0,98,160,0,3221221376,10,17,0,24,0
01-10 17:00:32,0,0.250,99.750,0,0,12949860352,49491275776,267919360,4447215616,0,49152,0,8,931,1212,0,1,2,122,192,0,3221221376,10,16,0,25,0
01-10 17:00:33,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,890,800,0,0,0,104,161,0,3221221376,10,16,0,25,0
01-10 17:00:34,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,999,1934,0,0,0,123,197,0,3221221376,10,16,0,25,0
01-10 17:00:35,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,820,606,0,0,0,100,158,0,3221221376,10,16,0,24,0
01-10 17:00:36,0,0.250,99.750,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,66,606,0,0,0,89,148,0,3221221376,10,16,0,24,0
01-10 17:00:37,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,385024,0,92,485,726,0,0,0,142,147,0,3221221376,10,16,0,23,0
01-10 17:00:38,0,0.250,99.688,0.062,0,12949860352,49491275776,267919360,4447215616,0,24576,0,4,486,622,0,0,0,106,165,0,3221221376,10,16,0,23,0
01-10 17:00:39,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,597,852,0,0,0,111,186,0,3221221376,10,16,0,23,0
01-10 17:00:40,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,426,606,0,0,0,86,138,0,3221221376,10,16,0,23,0
01-10 17:00:41,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,425,606,0,0,0,85,141,0,3221221376,10,16,0,23,0
01-10 17:00:42,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,32768,0,6,246,606,0,0,0,99,164,0,3221221376,10,16,0,23,0
01-10 17:00:43,0,0.250,99.750,0,0,12949860352,49491275776,267919360,4447215616,0,32768,0,4,940,622,0,0,0,108,174,0,3221221376,10,16,0,23,0
01-10 17:00:44,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,418,852,0,0,0,106,169,0,3221221376,10,16,0,23,0
01-10 17:00:45,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,365,606,0,0,0,87,137,0,3221221376,10,16,0,20,0
01-10 17:00:46,0,0.250,99.750,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,598,836,0,1,2,105,165,0,3221221376,10,16,0,20,0
01-10 17:00:47,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,699,622,0,0,0,107,172,0,3221221376,10,16,0,18,0
01-10 17:00:48,0,0.188,99.812,0,0,12949860352,49491275776,267919360,4447215616,0,0,0,0,1025,804,3,0,0,104,159,0,3221221376,10,15,0,18,0
01-10 17:00:49,0,0.188,99.750,0.062,0,12949860352,49491275776,267919360,4447215616,0,24576,0,4,477,844,0,0,0,113,183,0,3221221376,10,15,0,18,0
01-10 17:00:50,0,0.188,99.812,0,0,12949856256,49491275776,267919360,4447219712,0,0,0,0,701,682,0,0,0,99,159,0,3221221376,10,15,0,18,0
01-10 17:00:51,0.062,0.188,99.750,0,0,12949856256,49491275776,267919360,4447219712,0,0,0,0,545,666,0,0,0,100,160,0,3221221376,10,15,0,17,0
01-10 17:00:52,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,8192,0,2,606,606,0,0,0,96,145,0,3221221376,10,15,0,17,0
01-10 17:00:53,0,0.250,99.750,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,485,622,0,0,0,91,143,0,3221221376,10,15,0,14,0
01-10 17:00:54,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,98304,0,8,478,956,1,0,0,113,192,0,3221221376,10,15,0,14,0
01-10 17:00:55,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,725,630,0,0,0,129,158,0,3221221376,10,15,0,3,0
01-10 17:00:56,0,0.250,99.750,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,366,606,0,0,0,111,149,0,3221221376,10,15,0,3,0
01-10 17:00:57,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,245,606,0,0,0,104,145,0,3221221376,10,15,0,3,0
01-10 17:00:58,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,486,606,0,0,0,100,155,0,3221221376,10,15,0,3,0
01-10 17:00:59,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,0,0,0,889,1066,0,1,2,120,194,0,3221221376,10,15,0,3,0
01-10 17:01:00,0,0.188,99.812,0,0,12949852160,49491275776,267919360,4447223808,0,24576,0,4,246,622,0,0,0,94,154,0,3221221376,10,15,0,3,0
