


"Host:","node-32.36-intel-s-cloud.uic-cs-edu-pg0.utah.cloudlab.us",,,,"User:","dporte7"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --swap --tcp --output dstatoutput_load_gen_real.csv",,,,"Date:","01 Oct 2019 16:45:28 MDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"swap",,"tcp sockets",,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","77","78","79","int","csw","used","free","lis","act","syn","tim","clo"
01-10 16:53:17,0.062,0.250,99.625,0.062,0,908263424,65719259136,83296256,595640320,0,24576,0,4,298,836,0,0,0,99,163,0,3221221376,10,1212,0,179,0
01-10 16:53:18,0.125,0.250,99.625,0,0,908197888,65719324672,83296256,595640320,0,0,0,0,13948,20224,8,13,10,360,261,0,3221221376,10,1113,0,278,0
01-10 16:53:19,0.062,0.250,99.688,0,0,908132352,65719554048,83296256,595640320,0,0,0,0,486,630,0,0,0,114,193,0,3221221376,10,1113,0,278,0
01-10 16:53:20,0.062,0.250,99.688,0,0,908132352,65719554048,83296256,595640320,0,0,0,0,545,606,0,0,0,94,145,0,3221221376,10,1113,0,278,0
01-10 16:53:21,0,0.250,99.750,0,0,908132352,65719554048,83296256,595640320,0,0,0,0,1113,836,0,0,0,105,157,0,3221221376,10,1113,0,278,0
01-10 16:53:22,0.062,0.250,99.688,0,0,908132352,65719554048,83296256,595640320,0,0,0,0,491,708,0,0,0,95,148,0,3221221376,10,1113,0,278,0
01-10 16:53:23,0.062,0.312,99.625,0,0,908124160,65719554048,83304448,595640320,0,32768,0,4,366,666,0,0,0,137,229,0,3221221376,10,1113,0,278,0
01-10 16:53:24,0.250,0.250,99.500,0,0,908673024,65719005184,83304448,595640320,0,0,0,0,3050,3189,0,0,0,206,201,0,3221221376,10,1114,0,278,0
01-10 16:53:25,1.126,0.814,98.060,0,0,909365248,65718312960,83304448,595648512,0,0,0,0,12894,4228,0,0,0,869,790,0,3221221376,10,1114,0,278,0
01-10 16:53:26,0.688,0.500,98.812,0,0,913031168,65714647040,83304448,595648512,0,0,0,0,11910,5912,0,0,0,654,784,0,3221221376,10,1114,0,278,0
01-10 16:53:27,1.312,0.625,98.064,0,0,908918784,65718759424,83304448,595640320,0,0,0,0,25361,6186,0,0,0,892,731,0,3221221376,10,1114,0,278,0
01-10 16:53:28,1.753,1.002,97.245,0,0,912846848,65715671040,83304448,594808832,0,0,0,0,6780,6482,0,0,0,1263,1165,0,3221221376,10,1114,0,278,0
01-10 16:53:29,0.876,0.626,98.498,0,0,907612160,65720901632,83304448,594812928,0,2973696,0,550,2366,3689,0,0,0,1011,625,0,3221221376,10,1113,0,278,0
01-10 16:53:30,0.188,0.313,99.500,0,0,907886592,65720627200,83304448,594804736,0,0,0,0,4169,3537,0,0,0,232,236,0,3221221376,10,1114,0,278,0
01-10 16:53:31,38.462,14.759,46.779,0,0,1157623808,65470889984,83304448,594817024,0,0,0,0,2796,3609,0,0,0,3182,858484,0,3221221376,10,1113,0,278,0
01-10 16:53:32,40.725,2.249,57.027,0,0,1401458688,65227034624,83304448,594833408,0,0,0,0,509,1314,0,0,0,3373,4673,0,3221221376,10,1113,0,278,0
01-10 16:53:33,0,0.250,99.750,0,0,1401458688,65227034624,83304448,594833408,0,0,0,0,306,606,0,0,0,102,176,0,3221221376,10,1113,0,278,0
01-10 16:53:34,0.062,0.188,99.688,0.062,0,1401450496,65227034624,83312640,594833408,0,303104,0,26,537,836,0,0,0,111,172,0,3221221376,10,1113,0,278,0
01-10 16:53:35,0,0.250,99.750,0,0,1401450496,65227034624,83312640,594833408,0,0,0,0,486,622,0,0,0,109,185,0,3221221376,10,1113,0,278,0
01-10 16:53:36,0.062,0.188,99.750,0,0,1401450496,65227034624,83312640,594833408,0,0,0,0,665,666,0,0,0,97,148,0,3221221376,10,1113,0,278,0
01-10 16:53:37,18.130,6.148,75.721,0,0,1458044928,65170432000,83312640,594841600,0,0,0,0,22750996,11978469,460,548,389,10191,24591,0,3221221376,10,1667,56,278,0
01-10 16:53:38,30.312,10,59.688,0,0,1487753216,65140641792,83312640,594923520,0,0,0,0,43871045,22981315,927,1097,777,17968,19967,0,3221221376,10,1886,0,278,0
01-10 16:53:39,29.762,10.777,59.461,0,0,1524875264,65103491072,83312640,594952192,0,0,0,0,44351334,23141387,818,1144,988,17568,17519,0,3221221376,10,1950,0,278,0
01-10 16:53:40,21.473,6.993,71.535,0,0,1558401024,65069850624,83320832,595017728,0,434176,0,82,34991984,18295150,697,778,835,14086,14686,0,3221221376,10,2066,6,278,0
01-10 16:53:41,19.797,6.726,73.477,0,0,1589018624,65039212544,83320832,595038208,0,0,0,0,32466208,16962154,626,838,652,13348,12667,0,3221221376,10,2080,0,278,0
01-10 16:53:42,32.368,11.209,56.423,0,0,1594023936,65034178560,83320832,595066880,0,0,0,0,42129455,22010429,816,879,848,16589,16900,0,3221221376,10,2080,0,278,0
01-10 16:53:43,30.875,10.125,59,0,0,1590829056,65037316096,83320832,595124224,0,0,0,0,51600854,26925483,1094,1275,1097,19958,21204,0,3221221376,10,2144,0,278,0
01-10 16:53:44,27.955,9.068,62.977,0,0,1586950144,65041072128,83320832,595214336,0,1802240,0,404,47972552,25043418,888,1144,886,18616,19437,0,3221221376,10,2264,7,99,0
01-10 16:53:45,31.471,9.932,58.597,0,0,1588240384,65039740928,83329024,595247104,0,106496,0,10,48840090,25523498,973,1124,830,18877,19785,0,3221221376,10,2302,0,99,0
01-10 16:53:46,31.285,9.216,59.498,0,0,1586376704,65041559552,83329024,595292160,0,0,0,0,48818939,25519169,1106,1045,815,19376,20526,0,3221221376,10,2375,0,99,0
01-10 16:53:47,29.571,9.632,60.798,0,0,1582469120,65045417984,83329024,595341312,0,0,0,0,45080918,23556951,968,858,758,17774,18128,0,3221221376,10,2382,0,99,0
01-10 16:53:48,30.471,8.524,61.005,0,0,1579790336,65048035328,83329024,595402752,0,0,0,0,50378195,26286117,1113,1049,762,19261,20242,0,3221221376,10,2382,0,99,0
01-10 16:53:49,31.266,9.591,59.143,0,0,1572720640,65055031296,83329024,595476480,0,0,0,0,55515206,28993631,982,1153,1173,21026,22520,0,3221221376,10,2391,0,99,0
01-10 16:53:50,32.424,11.675,55.901,0,0,1567813632,65059864576,83333120,595529728,0,663552,0,146,57365797,29989830,1036,1227,1166,21819,24099,0,3221221376,10,2426,0,99,0
01-10 16:53:51,25.219,6.758,68.023,0,0,1569234944,65058385920,83333120,595578880,0,0,0,0,37027120,19348648,737,755,739,15236,15096,0,3221221376,10,2455,0,99,0
01-10 16:53:52,28.431,9.477,62.092,0,0,1585602560,65041969152,83333120,595628032,0,0,0,0,43940537,22940815,922,1033,657,16870,17637,0,3221221376,10,2479,0,99,0
01-10 16:53:53,31.653,9.834,58.513,0,0,1604976640,65022545920,83333120,595677184,0,0,0,0,48413084,25303555,908,1106,987,19401,20164,0,3221221376,10,2479,0,99,0
01-10 16:53:54,32.347,9.817,57.835,0,0,1632411648,64995041280,83333120,595738624,0,0,0,0,56603965,29555135,1028,1223,1097,21234,23234,0,3221221376,10,2479,0,99,0
01-10 16:53:55,32.041,9.599,58.360,0,0,1666822144,64960557056,83341312,595804160,0,671744,0,144,54943158,28722077,1065,1261,1123,21015,23284,0,3221221376,10,2498,0,99,0
01-10 16:53:56,29.265,8.690,62.045,0,0,1664839680,64962469888,83341312,595873792,0,0,0,0,49733271,25997365,857,1034,950,19583,20393,0,3221221376,10,2518,0,99,0
01-10 16:53:57,32.875,10.062,57.062,0,0,1664569344,64962670592,83341312,595935232,0,0,0,0,56915026,29722192,976,1242,1042,21404,23318,0,3221221376,10,2530,0,99,0
01-10 16:53:58,30.934,9.470,59.596,0,0,1660485632,64966651904,83341312,595996672,0,0,0,0,52192713,27264093,960,1118,1224,19995,21446,0,3221221376,10,2629,12,101,0
01-10 16:53:59,19.315,6.044,74.642,0,0,1658748928,64968138752,83341312,596066304,0,0,0,0,28009666,14653399,537,713,801,12482,11691,0,3221221376,10,2707,17,99,0
01-10 16:54:00,19.812,7.562,72.562,0.062,0,1640017920,64986824704,83345408,596107264,0,671744,0,142,28001630,14512994,465,656,476,16330,13760,0,3221221376,10,2098,6,472,0
01-10 16:54:01,0.312,0.500,99.188,0,0,1638641664,64988196864,83345408,596111360,0,0,0,0,104532,55664,9,3,0,397,263,0,3221221376,10,2093,2,479,0
01-10 16:54:02,0.188,0.375,99.438,0,0,1638195200,64988643328,83345408,596111360,0,0,0,0,97541,50245,0,3,0,197,222,0,3221221376,10,2090,0,484,0
01-10 16:54:03,0,0.500,99.500,0,0,1638195200,64988643328,83345408,596111360,0,0,0,0,701,614,0,0,0,130,201,0,3221221376,10,2090,0,484,0
01-10 16:54:04,0.063,0.438,99.500,0,0,1638195200,64988643328,83345408,596111360,0,0,0,0,537,836,0,0,0,104,153,0,3221221376,10,2090,0,484,0
01-10 16:54:05,0.062,0.500,99.438,0,0,1638191104,64988643328,83349504,596111360,0,196608,0,30,306,710,0,0,0,127,192,0,3221221376,10,2090,0,484,0
01-10 16:54:06,0.063,0.438,99.500,0,0,1638191104,64988643328,83349504,596111360,0,0,0,0,305,622,0,0,0,97,147,0,3221221376,10,2090,0,484,0
01-10 16:54:07,0,0.500,99.500,0,0,1638191104,64988643328,83349504,596111360,0,0,0,0,658,836,0,0,0,123,185,0,3221221376,10,2090,0,484,0
01-10 16:54:08,0.062,0.500,99.438,0,0,1638191104,64988643328,83349504,596111360,0,0,0,0,2921,4170,0,2,2,156,163,0,3221221376,10,2072,0,502,0
01-10 16:54:09,0.063,0.438,99.500,0,0,1638223872,64988610560,83349504,596111360,0,0,0,0,1001,622,0,0,0,111,160,0,3221221376,10,2072,0,502,0
01-10 16:54:10,7.639,1.315,91.046,0,0,1137025024,65489637376,83349504,596283392,0,0,0,0,537,948,0,0,0,865,432,0,3221221376,10,2072,0,502,0
01-10 16:54:11,0.063,0.438,99.499,0,0,1133936640,65492000768,83353600,596996096,0,2121728,0,40,976,606,0,0,0,157,231,0,3221221376,10,2072,0,502,0
01-10 16:54:12,0.062,0.500,99.438,0,0,1133936640,65492000768,83353600,596996096,0,0,0,0,605,622,0,0,0,105,155,0,3221221376,10,2072,0,502,0
01-10 16:54:13,0.063,0.438,99.500,0,0,1133928448,65492008960,83353600,596996096,0,0,0,0,366,606,0,0,0,106,159,0,3221221376,10,2072,0,502,0
01-10 16:54:14,0.125,0.500,99.375,0,0,1133928448,65492008960,83353600,596996096,0,0,0,0,777,836,0,0,0,109,155,0,3221221376,10,2072,0,502,0
01-10 16:54:15,1.377,1.001,97.622,0,0,1135562752,65490374656,83353600,597000192,0,466944,0,86,4357,4559,0,0,0,1038,738,0,3221221376,10,2073,0,502,0
01-10 16:54:16,0.187,0.500,99.313,0,0,1134518272,65491419136,83353600,597004288,0,0,0,0,8487,218782,0,0,0,291,282,0,3221221376,10,2073,0,502,0
01-10 16:54:17,0.063,0.500,99.375,0.063,0,1134501888,65491427328,83361792,597004288,0,98304,0,4,14710,345192,0,0,0,339,291,0,3221221376,10,2073,0,502,0
01-10 16:54:18,0.188,0.500,99.312,0,0,1132904448,65493016576,83361792,596996096,0,0,0,0,14027,335513,0,0,0,468,482,0,3221221376,10,2072,0,502,0
01-10 16:54:19,0.062,0.438,99.500,0,0,1132896256,65493024768,83361792,596996096,0,0,0,0,641,606,0,0,0,147,208,0,3221221376,10,2072,0,403,0
01-10 16:54:20,0.063,0.438,99.500,0,0,1132871680,65493049344,83361792,596996096,0,0,0,0,657,836,0,0,0,116,189,0,3221221376,10,2072,0,403,0
01-10 16:54:21,0,0.500,99.500,0,0,1132871680,65493049344,83361792,596996096,0,0,0,0,700,606,0,0,0,106,159,0,3221221376,10,2072,0,403,0
01-10 16:54:22,0.063,0.438,99.500,0,0,1132867584,65493049344,83369984,596992000,0,131072,0,6,940,606,0,0,0,117,168,0,3221221376,10,2072,0,403,0
01-10 16:54:23,0.063,0.438,99.500,0,0,1132859392,65493049344,83369984,597000192,0,0,0,0,684,696,0,0,0,136,199,0,3221221376,10,2072,1,403,0
01-10 16:54:24,1.314,1.189,97.497,0,0,1132322816,65493643264,83369984,596942848,0,0,0,0,6063,5852,0,0,0,1026,896,0,3221221376,10,2072,0,403,0
01-10 16:54:25,0.062,0.438,99.500,0,0,1132072960,65493893120,83369984,596942848,0,0,0,0,246,606,0,0,0,116,184,0,3221221376,10,2072,0,403,0
01-10 16:54:26,0.063,0.438,99.500,0,0,1132072960,65493893120,83369984,596942848,0,0,0,0,485,606,0,0,0,116,169,0,3221221376,10,2072,0,403,0
01-10 16:54:27,0.063,0.438,99.500,0,0,1132072960,65493893120,83369984,596942848,0,0,0,0,418,836,0,0,0,118,183,0,3221221376,10,2072,0,403,0
01-10 16:54:28,0,0.500,99.438,0.062,0,1132064768,65493893120,83378176,596942848,0,172032,0,6,305,606,0,0,0,108,155,0,3221221376,10,2072,0,403,0
01-10 16:54:29,0.063,0.438,99.500,0,0,1132064768,65493893120,83378176,596942848,0,0,0,0,246,622,0,0,0,96,151,0,3221221376,10,2072,0,403,0
01-10 16:54:30,0.063,0.438,99.500,0,0,1132064768,65493893120,83378176,596942848,0,1048576,0,226,1060,896,0,0,0,236,185,0,3221221376,10,2072,0,403,0
01-10 16:54:31,0,0.500,99.500,0,0,1132064768,65493893120,83378176,596942848,0,0,0,0,426,622,0,0,0,122,182,0,3221221376,10,2072,0,403,0
01-10 16:54:32,0.062,0.500,99.438,0,0,1132064768,65493893120,83378176,596942848,0,0,0,0,545,606,0,0,0,107,152,0,3221221376,10,2072,0,403,0
01-10 16:54:33,0.062,0.438,99.500,0,0,1132064768,65493893120,83378176,596942848,0,0,0,0,486,606,0,0,0,111,157,0,3221221376,10,2072,0,403,0
01-10 16:54:34,0.063,0.438,99.500,0,0,1132060672,65493893120,83382272,596942848,0,24576,0,4,657,836,0,0,0,115,167,0,3221221376,10,2072,0,403,0
01-10 16:54:35,0.063,0.438,99.500,0,0,1132060672,65493893120,83382272,596942848,0,0,0,0,426,622,0,0,0,132,209,0,3221221376,10,2072,0,403,0
01-10 16:54:36,0,0.438,99.562,0,0,1132060672,65493893120,83382272,596942848,0,0,0,0,545,606,0,0,0,102,147,0,3221221376,10,2072,0,403,0
01-10 16:54:37,0.062,0.500,99.438,0,0,1132060672,65493893120,83382272,596942848,0,0,0,0,718,1442,0,0,0,109,149,0,3221221376,10,2072,0,403,0
01-10 16:54:38,0.062,0.438,99.500,0,0,1132060672,65493893120,83382272,596942848,0,0,0,0,485,606,0,0,0,98,145,0,3221221376,10,2072,0,403,0
01-10 16:54:39,0,0.438,99.562,0,0,1132060672,65493893120,83382272,596942848,0,0,0,0,306,606,0,0,0,119,183,0,3221221376,10,2072,0,403,0
01-10 16:54:40,0.062,0.500,99.438,0,0,1132056576,65493893120,83386368,596942848,0,24576,0,4,537,836,0,0,0,143,189,0,3221221376,10,2072,0,403,0
01-10 16:54:41,0.312,0.811,98.876,0,0,1132994560,65492955136,83386368,596942848,0,0,0,0,5439,3789,0,0,0,347,440,0,3221221376,10,2073,0,403,0
01-10 16:54:42,1.435,0.749,97.817,0,0,1134448640,65491501056,83386368,596951040,0,0,0,0,10051,3296,0,0,0,911,537,0,3221221376,10,2073,0,403,0
01-10 16:54:43,0.250,0.500,99.250,0,0,1132625920,65493315584,83386368,596946944,0,0,0,0,8242,2981,0,0,0,334,520,0,3221221376,10,2073,0,403,0
01-10 16:54:44,1.691,0.939,97.370,0,0,1132957696,65493016576,83386368,596946944,0,0,0,0,26217,6400,0,0,0,1120,938,0,3221221376,10,2072,0,403,0
01-10 16:54:45,1.502,1.001,97.497,0,0,1133580288,65493278720,83386368,596062208,0,0,0,0,5531,5902,0,0,0,1057,943,0,3221221376,10,2072,1,403,0
01-10 16:54:46,1.502,1.001,97.434,0.063,0,1134891008,65491963904,83390464,596066304,0,2473984,0,478,5398,5095,0,0,0,1210,746,0,3221221376,10,2073,0,403,0
01-10 16:54:47,0.125,0.625,99.250,0,0,1132879872,65493975040,83390464,596058112,0,0,0,0,884,1647,0,0,0,320,406,0,3221221376,10,2072,0,403,0
01-10 16:54:48,3.254,1.627,95.119,0,0,1168760832,65458094080,83390464,596066304,0,0,0,0,5100,5137,0,0,0,1005,714,0,3221221376,10,2073,0,403,0
01-10 16:54:49,77.959,20.288,1.753,0,0,1624154112,65002684416,83390464,596082688,0,0,0,0,1505,1893,0,0,0,5884,1415543,0,3221221376,10,2072,0,403,0
01-10 16:54:50,14.706,0.814,84.481,0,0,1724051456,64902774784,83390464,596094976,0,0,0,0,861,1544,0,0,0,905,1797,0,3221221376,10,2072,0,403,0
01-10 16:54:51,0.062,0.375,99.562,0,0,1724301312,64902520832,83390464,596099072,0,335872,0,30,126,606,0,0,0,126,199,0,3221221376,10,2072,0,403,0
01-10 16:54:52,0,0.375,99.625,0,0,1724301312,64902520832,83390464,596099072,0,0,0,0,365,622,0,0,0,98,150,0,3221221376,10,2072,0,403,0
01-10 16:54:53,0.062,0.437,99.500,0,0,1724301312,64902520832,83390464,596099072,0,0,0,0,426,606,0,0,0,106,161,0,3221221376,10,2072,0,403,0
01-10 16:54:54,0.062,0.312,99.625,0,0,1724301312,64902520832,83390464,596099072,0,0,0,0,417,836,0,0,0,98,152,0,3221221376,10,2072,0,403,0
01-10 16:54:55,27.820,10.330,61.850,0,0,1763676160,64863006720,83390464,596140032,0,0,0,0,33502134,17622836,685,785,658,15022,29207,0,3221221376,10,2626,233,403,0
01-10 16:54:56,33.890,12.801,53.309,0,0,1793384448,64833196032,83390464,596176896,0,0,0,0,47880545,25020281,924,1126,992,19741,23514,0,3221221376,10,3221,5,403,0
01-10 16:54:57,25.986,8.579,65.435,0,0,1791299584,64835076096,83394560,596246528,0,425984,0,68,36142720,18968829,788,852,834,15702,15846,0,3221221376,10,3238,22,403,0
01-10 16:54:58,21.380,6.531,72.089,0,0,1793753088,64832585728,83394560,596275200,0,0,0,0,29700793,15665351,659,872,682,14808,12399,0,3221221376,10,2241,1,1460,0
01-10 16:54:59,38.235,13.747,48.018,0,0,1811628032,64814669824,83394560,596316160,0,0,0,0,60199974,31463169,1127,1438,1276,23678,24315,0,3221221376,10,2502,9,1467,0
01-10 16:55:00,28.562,9.137,62.300,0,0,1840476160,64785752064,83394560,596385792,0,0,0,0,50862976,26571368,909,1319,1104,19986,21192,0,3221221376,10,2642,23,1444,0
01-10 16:55:01,25.597,8.805,65.597,0,0,1870024704,64756133888,83394560,596455424,0,0,0,0,40363608,21102907,800,1166,615,16231,16550,0,3221221376,10,2695,27,1440,0
01-10 16:55:02,12.374,4.209,83.354,0.063,0,1885978624,64740134912,83406848,596488192,0,1884160,0,406,18195290,9513862,290,582,285,8950,7892,0,3221221376,10,2730,10,1074,0
01-10 16:55:03,22.153,8.073,69.775,0,0,1926578176,64699502592,83406848,596520960,0,0,0,0,34113164,17817473,595,878,480,13570,13707,0,3221221376,10,2775,10,1074,0
01-10 16:55:04,13.668,4.768,81.564,0,0,1935634432,64690421760,83406848,596545536,0,0,0,0,21519885,11243171,449,727,326,9735,8698,0,3221221376,10,2826,0,1074,0
01-10 16:55:05,33.962,12.956,53.082,0,0,1938923520,64687112192,83406848,596566016,0,0,0,0,45948116,24008087,795,1328,825,18907,19394,0,3221221376,10,2988,0,1076,0
01-10 16:55:06,29.078,9.026,61.896,0,0,1945579520,64680402944,83406848,596619264,0,0,0,0,48757305,25495445,827,1401,1019,19912,20645,0,3221221376,10,3128,0,1074,0
01-10 16:55:07,35.458,11.943,52.599,0,0,1943916544,64681996288,83415040,596680704,0,557056,0,104,52310924,27342271,1103,1248,1057,21034,20963,0,3221221376,10,3181,0,1076,0
01-10 16:55:08,27.458,8.557,63.985,0,0,1935601664,64690241536,83415040,596750336,0,0,0,0,44667624,23371846,934,1161,911,18382,18798,0,3221221376,10,3281,30,1061,0
01-10 16:55:09,17.028,6.563,76.409,0,0,1935499264,64690302976,83415040,596791296,0,0,0,0,26285156,13746276,555,700,445,11604,10674,0,3221221376,10,3343,4,1056,0
01-10 16:55:10,20.902,6.480,72.618,0,0,1934602240,64691171328,83415040,596819968,0,0,0,0,34259715,17878776,615,954,503,13777,13323,0,3221221376,10,3362,4,1056,0
01-10 16:55:11,21.069,7.384,71.547,0,0,1936089088,64689647616,83415040,596856832,0,0,0,0,30777866,16114211,495,860,474,13082,12418,0,3221221376,10,3366,0,1056,0
01-10 16:55:12,27.178,8.896,63.865,0.061,0,1935847424,64689836032,83419136,596905984,0,507904,0,110,43719992,22843731,732,1215,793,17165,17801,0,3221221376,10,3391,0,1056,0
01-10 16:55:13,27.617,8.827,63.556,0,0,1936269312,64689377280,83419136,596942848,0,0,0,0,43404360,22678406,696,1196,796,17218,17543,0,3221221376,10,3391,0,1056,0
01-10 16:55:14,29.245,10.314,60.440,0,0,1959518208,64666075136,83419136,596996096,0,0,0,0,46595149,24383927,835,1139,977,19103,19948,0,3221221376,10,3595,5,1059,0
01-10 16:55:15,25.741,9.401,64.858,0,0,2000486400,64624984064,83419136,597061632,0,0,0,0,41513121,21695116,675,1188,839,17152,17117,0,3221221376,10,3622,0,1058,0
01-10 16:55:16,31.505,10.842,57.653,0,0,2033602560,64591818752,83419136,597094400,0,1146880,0,252,48471980,25324153,811,1231,1086,19582,19305,0,3221221376,10,3691,10,1056,0
01-10 16:55:17,35.379,12.148,52.473,0,0,2040451072,64584900608,83427328,597155840,0,131072,0,18,52514840,27486750,1007,1222,953,21193,21613,0,3221221376,10,3684,0,1055,3
01-10 16:55:18,13.745,7.062,79.193,0,0,1988530176,64636739584,83427328,597237760,0,0,0,0,15269059,7830379,258,305,221,16869,11478,0,3221221376,10,2741,0,1616,0
01-10 16:55:19,0.125,1,98.875,0,0,1988530176,64636739584,83427328,597237760,0,0,0,0,186,630,0,0,0,136,180,0,3221221376,10,2741,0,1616,0
01-10 16:55:20,0.062,1.062,98.875,0,0,1988530176,64636739584,83427328,597237760,0,0,0,0,785,606,0,0,0,124,133,0,3221221376,10,2741,0,1616,0
01-10 16:55:21,0,1.064,98.936,0,0,1988530176,64636739584,83427328,597237760,0,0,0,0,598,836,0,0,0,134,170,0,3221221376,10,2741,0,1616,0
01-10 16:55:22,0.062,1.062,98.875,0,0,1988530176,64636739584,83427328,597237760,0,0,0,0,880,606,0,0,0,128,154,0,3221221376,10,2741,0,1616,0
01-10 16:55:23,0.063,1.063,98.874,0,0,1988526080,64636739584,83431424,597237760,0,311296,0,40,306,606,0,0,0,177,200,0,3221221376,10,2741,0,1616,0
01-10 16:55:24,0.125,1,98.875,0,0,1988526080,64636739584,83431424,597237760,0,0,0,0,305,622,0,0,0,128,141,0,3221221376,10,2741,0,1616,0
01-10 16:55:25,0.063,1.001,98.937,0,0,1988526080,64636739584,83431424,597237760,0,0,0,0,538,836,0,0,0,127,143,0,3221221376,10,2741,0,1616,0
01-10 16:55:26,0.062,1.062,98.875,0,0,1988526080,64636739584,83431424,597237760,0,0,0,0,879,606,0,0,0,137,171,0,3221221376,10,2741,0,1616,0
01-10 16:55:27,0.062,1.062,98.875,0,0,1988526080,64636739584,83431424,597237760,0,0,0,0,821,606,0,0,0,149,185,0,3221221376,10,2741,0,1616,0
01-10 16:55:28,7.509,2.003,90.488,0,0,1390948352,65233522688,83431424,598024192,0,0,0,0,717,948,0,0,0,850,413,0,3221221376,10,2741,0,1616,0
01-10 16:55:29,0.125,1,98.812,0.062,0,1390964736,65233498112,83439616,598024192,0,1810432,0,36,641,606,0,0,0,175,189,0,3221221376,10,2741,0,1616,0
01-10 16:55:30,0.062,1.062,98.875,0,0,1390964736,65233498112,83439616,598024192,0,0,0,0,1008,622,0,0,0,131,154,0,3221221376,10,2741,0,1616,0
01-10 16:55:31,0.062,1.062,98.875,0,0,1390956544,65233506304,83439616,598024192,0,0,0,0,940,968,0,0,0,160,205,0,3221221376,10,2741,0,1616,0
01-10 16:55:32,0.063,1.063,98.874,0,0,1390940160,65233522688,83439616,598024192,0,0,0,0,425,606,0,0,0,122,150,0,3221221376,10,2741,0,1616,0
01-10 16:55:33,0.125,1.064,98.811,0,0,1391497216,65232965632,83439616,598024192,0,0,0,0,2679,2899,0,0,0,220,196,0,3221221376,10,2742,0,1616,0
01-10 16:55:34,1.313,1.438,97.248,0,0,1391689728,65232773120,83439616,598032384,0,0,0,0,2223,2331,0,0,0,789,658,0,3221221376,10,2742,0,1616,0
01-10 16:55:35,0.125,1.001,98.874,0,0,1391538176,65232916480,83447808,598032384,0,73728,0,4,3046,51468,0,0,0,237,265,0,3221221376,10,2742,0,1616,0
01-10 16:55:36,0.063,1.063,98.874,0,0,1391521792,65232932864,83447808,598032384,0,0,0,0,3545,92272,0,0,0,201,221,0,3221221376,10,2742,0,1616,0
01-10 16:55:37,0.125,1.125,98.750,0,0,1391394816,65233059840,83447808,598032384,0,0,0,0,16758,406120,0,0,0,428,320,0,3221221376,10,2742,0,1616,0
01-10 16:55:38,0.188,1.062,98.688,0.062,0,1389957120,65234497536,83456000,598016000,0,65536,0,6,12481,248131,0,0,0,494,491,0,3221221376,10,2741,0,1616,0
01-10 16:55:39,0.063,1.001,98.936,0,0,1389924352,65234522112,83456000,598024192,0,0,0,0,648,622,0,0,0,148,201,0,3221221376,10,2741,0,1616,0
01-10 16:55:40,0.062,1.062,98.875,0,0,1389924352,65234522112,83456000,598024192,0,0,0,0,485,666,0,0,0,120,138,0,3221221376,10,2741,0,1616,0
01-10 16:55:41,0.125,1.062,98.813,0,0,1389916160,65234530304,83456000,598024192,0,0,0,0,418,836,0,0,0,134,171,0,3221221376,10,2741,0,1616,0
01-10 16:55:42,0.062,1.062,98.875,0,0,1389907968,65234538496,83456000,598024192,0,0,0,0,305,606,0,0,0,119,143,0,3221221376,10,2741,0,1616,0
01-10 16:55:43,0.250,1.063,98.687,0,0,1390424064,65234022400,83456000,598024192,0,0,0,0,2329,2591,0,0,0,247,231,0,3221221376,10,2742,0,1616,0
01-10 16:55:44,1.504,1.441,97.055,0,0,1390194688,65234325504,83464192,597942272,0,73728,0,4,3835,3858,0,0,0,1080,895,0,3221221376,10,2741,0,1616,0
01-10 16:55:45,0.062,1.062,98.875,0,0,1390174208,65234341888,83464192,597946368,0,0,0,0,358,852,0,0,0,121,150,0,3221221376,10,2741,0,1616,0
01-10 16:55:46,0.125,1.062,98.813,0,0,1390157824,65234358272,83464192,597946368,0,0,0,0,305,606,0,0,0,128,171,0,3221221376,10,2741,0,1616,0
01-10 16:55:47,0,1.064,98.936,0,0,1390157824,65234358272,83464192,597946368,0,180224,0,38,588,606,0,0,0,160,186,0,3221221376,10,2741,0,1616,0
01-10 16:55:48,0.125,1.062,98.812,0,0,1390157824,65234358272,83464192,597946368,0,0,0,0,15426,22434,7,19,10,407,198,0,3221221376,10,2632,0,1725,0
01-10 16:55:49,0.063,1.001,98.937,0,0,1390157824,65234358272,83476480,597934080,0,204800,0,8,186,630,0,0,0,131,158,0,3221221376,10,2632,0,1725,0
01-10 16:55:50,0.063,1.001,98.937,0,0,1390145536,65234358272,83476480,597946368,0,0,0,0,485,622,0,0,0,120,147,0,3221221376,10,2632,0,1725,0
01-10 16:55:51,0.125,1.062,98.813,0,0,1390145536,65234358272,83476480,597946368,0,0,0,0,598,896,0,0,0,153,207,0,3221221376,10,2632,0,1725,0
01-10 16:55:52,0.062,1,98.938,0,0,1390145536,65234358272,83476480,597946368,0,0,0,0,700,708,0,0,0,131,154,0,3221221376,10,2632,0,1725,0
01-10 16:55:53,0.125,1.062,98.812,0,0,1390145536,65234358272,83476480,597946368,0,0,0,0,492,1824,0,0,0,128,149,0,3221221376,10,2632,0,1725,0
