parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,11144.0,112,312,32,direct,rf4_s16_
416,11534.27,130,335,32,direct,rf4_s16_
480,12551.67,138,342,32,direct,rf4_s16_
544,12814.73,154,369,32,direct,rf4_s16_
608,12956.93,168,396,32,direct,rf4_s16_
32,3733.8,7,170,32,direct,rf4_s16_
672,13333.87,180,413,32,direct,rf4_s16_
736,13595.93,189,440,32,direct,rf4_s16_
800,13366.67,206,497,32,direct,rf4_s16_
864,13723.6,218,512,32,direct,rf4_s16_
928,13718.6,229,525,32,direct,rf4_s16_
992,14209.8,238,562,32,direct,rf4_s16_
1056,14224.87,251,634,32,direct,rf4_s16_
1120,14328.93,266,596,32,direct,rf4_s16_
1184,14302.67,274,703,32,direct,rf4_s16_
1248,14157.33,289,741,32,direct,rf4_s16_
96,5417.93,21,235,32,direct,rf4_s16_
1312,13975.73,301,742,32,direct,rf4_s16_
1376,14338.0,311,903,32,direct,rf4_s16_
1440,14888.2,317,790,32,direct,rf4_s16_
1504,14938.33,329,813,32,direct,rf4_s16_
1568,14589.47,340,903,32,direct,rf4_s16_
1632,14715.6,354,943,32,direct,rf4_s16_
1696,14776.6,365,926,32,direct,rf4_s16_
1760,13972.8,381,1006,32,direct,rf4_s16_
1824,14527.07,386,883,32,direct,rf4_s16_
1888,14590.47,405,899,32,direct,rf4_s16_
160,7901.6,44,233,32,direct,rf4_s16_
1952,14320.67,425,922,32,direct,rf4_s16_
2016,14456.27,429,895,32,direct,rf4_s16_
2080,13485.07,449,968,32,direct,rf4_s16_
2144,14369.53,461,809,32,direct,rf4_s16_
2208,14033.33,475,846,32,direct,rf4_s16_
224,9322.67,72,266,32,direct,rf4_s16_
288,10633.93,93,274,32,direct,rf4_s16_
