parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,11523.8,111,288,32,direct,rf3_s16_
416,11548.4,124,331,32,direct,rf3_s16_
480,13035.8,133,326,32,direct,rf3_s16_
544,12970.13,148,360,32,direct,rf3_s16_
608,13575.8,159,379,32,direct,rf3_s16_
32,4223.73,7,159,32,direct,rf3_s16_
672,13543.53,177,401,32,direct,rf3_s16_
736,13562.27,192,438,32,direct,rf3_s16_
800,13703.2,199,437,32,direct,rf3_s16_
864,14028.47,215,466,32,direct,rf3_s16_
928,14230.8,226,551,32,direct,rf3_s16_
992,14475.93,238,513,32,direct,rf3_s16_
1056,14279.73,252,648,32,direct,rf3_s16_
1120,14262.73,264,605,32,direct,rf3_s16_
1184,14617.93,273,645,32,direct,rf3_s16_
1248,15073.0,283,621,32,direct,rf3_s16_
96,6362.0,22,197,32,direct,rf3_s16_
1312,14673.47,296,778,32,direct,rf3_s16_
1376,14982.27,311,729,32,direct,rf3_s16_
1440,15029.33,324,732,32,direct,rf3_s16_
1504,14919.93,335,776,32,direct,rf3_s16_
1568,15221.27,343,789,32,direct,rf3_s16_
1632,15053.13,358,842,32,direct,rf3_s16_
1696,15078.53,364,812,32,direct,rf3_s16_
1760,15409.8,378,820,32,direct,rf3_s16_
1824,15225.4,385,858,32,direct,rf3_s16_
1888,15328.73,401,876,32,direct,rf3_s16_
160,8488.27,45,218,32,direct,rf3_s16_
1952,15071.4,420,868,32,direct,rf3_s16_
2016,14865.33,433,816,32,direct,rf3_s16_
2080,15109.2,432,830,32,direct,rf3_s16_
2144,15204.93,458,814,32,direct,rf3_s16_
2208,14880.8,477,794,32,direct,rf3_s16_
224,10288.4,66,231,32,direct,rf3_s16_
288,10827.13,87,271,32,direct,rf3_s16_
