parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
640,72687.4,7,19,16,direct,rf16_s1_
768,76984.1,8,22,16,direct,rf16_s1_
128,50011.3,1,4,16,direct,rf16_s1_
256,104598.7,1,3,16,direct,rf16_s1_
384,120910.0,1,5,16,direct,rf16_s1_
512,87521.8,4,12,16,direct,rf16_s1_
640,21350.5,8,178,16,direct,rf16_s2_
768,22816.5,10,184,16,direct,rf16_s2_
128,10289.2,4,74,16,direct,rf16_s2_
256,14944.9,6,122,16,direct,rf16_s2_
384,16123.0,6,158,16,direct,rf16_s2_
512,18800.5,7,165,16,direct,rf16_s2_
640,75828.1,7,18,16,direct,rf32_s1_
768,76234.1,8,23,16,direct,rf32_s1_
128,52337.1,1,3,16,direct,rf32_s1_
256,102891.9,1,3,16,direct,rf32_s1_
384,120255.2,1,5,16,direct,rf32_s1_
512,80673.4,4,13,16,direct,rf32_s1_
640,17399.0,15,172,16,direct,rf4_s4__
768,18643.8,17,176,16,direct,rf4_s4__
128,8779.0,4,107,16,direct,rf4_s4__
256,12200.0,8,122,16,direct,rf4_s4__
384,14006.9,11,144,16,direct,rf4_s4__
512,15993.4,13,157,16,direct,rf4_s4__
640,29421.7,9,109,16,direct,rf8_s2__
768,31107.3,11,117,16,direct,rf8_s2__
128,13188.0,4,27,16,direct,rf8_s2__
256,20733.7,5,78,16,direct,rf8_s2__
384,25028.9,6,89,16,direct,rf8_s2__
512,27066.5,7,103,16,direct,rf8_s2__
640,14102.0,15,214,16,direct,rf8_s4__
768,16014.4,19,211,16,direct,rf8_s4__
128,7905.0,5,110,16,direct,rf8_s4__
256,10881.0,8,140,16,direct,rf8_s4__
384,11457.8,10,185,16,direct,rf8_s4__
512,13056.1,12,200,16,direct,rf8_s4__
