parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
160,5705.0,21,89,4,direct,rf1_s4__
192,5601.9,27,93,4,direct,rf1_s4__
32,4982.0,3,8,4,direct,rf1_s4__
64,5146.3,8,21,4,direct,rf1_s4__
96,5490.6,12,53,4,direct,rf1_s4__
128,5682.0,16,82,4,direct,rf1_s4__
160,7675.4,14,84,4,direct,rf2_s2__
192,7916.1,17,91,4,direct,rf2_s2__
32,5003.0,3,11,4,direct,rf2_s2__
64,7524.9,5,13,4,direct,rf2_s2__
96,7686.9,8,31,4,direct,rf2_s2__
128,7729.0,11,66,4,direct,rf2_s2__
160,5557.6,21,95,4,direct,rf2_s4__
192,5559.6,26,103,4,direct,rf2_s4__
32,4641.8,4,9,4,direct,rf2_s4__
64,5164.8,8,24,4,direct,rf2_s4__
96,5469.0,12,60,4,direct,rf2_s4__
128,5636.8,17,84,4,direct,rf2_s4__
160,26552.1,4,10,4,direct,rf4_s1__
192,26643.8,5,12,4,direct,rf4_s1__
32,11293.6,1,4,4,direct,rf4_s1__
64,21101.9,1,4,4,direct,rf4_s1__
96,25550.4,2,5,4,direct,rf4_s1__
128,26683.3,3,7,4,direct,rf4_s1__
160,7258.8,14,90,4,direct,rf4_s2__
192,7294.9,17,98,4,direct,rf4_s2__
32,4922.4,3,8,4,direct,rf4_s2__
64,6286.4,6,18,4,direct,rf4_s2__
96,6770.2,9,62,4,direct,rf4_s2__
128,6978.0,12,82,4,direct,rf4_s2__
160,26502.6,4,10,4,direct,rf8_s1__
192,26772.1,5,12,4,direct,rf8_s1__
32,11841.7,1,3,4,direct,rf8_s1__
64,20820.0,1,4,4,direct,rf8_s1__
96,25341.2,2,5,4,direct,rf8_s1__
128,26126.1,3,8,4,direct,rf8_s1__
