parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
320,63526.4,3,10,8,direct,rf16_s1_
384,66744.3,3,13,8,direct,rf16_s1_
64,23969.3,1,3,8,direct,rf16_s1_
128,46059.3,1,4,8,direct,rf16_s1_
192,57805.3,1,5,8,direct,rf16_s1_
256,57055.6,2,9,8,direct,rf16_s1_
320,7561.7,22,188,8,direct,rf2_s4__
384,7704.5,26,188,8,direct,rf2_s4__
64,5759.7,4,15,8,direct,rf2_s4__
128,7070.4,8,140,8,direct,rf2_s4__
192,6562.1,13,187,8,direct,rf2_s4__
256,7467.8,17,189,8,direct,rf2_s4__
320,15487.5,12,86,8,direct,rf4_s2__
384,16970.5,14,98,8,direct,rf4_s2__
64,9029.2,3,13,8,direct,rf4_s2__
128,12756.1,5,20,8,direct,rf4_s2__
192,14233.1,7,63,8,direct,rf4_s2__
256,14671.6,9,88,8,direct,rf4_s2__
320,6852.0,22,221,8,direct,rf4_s4__
384,7645.4,26,213,8,direct,rf4_s4__
64,5823.9,4,17,8,direct,rf4_s4__
128,5896.3,9,167,8,direct,rf4_s4__
192,6023.7,13,213,8,direct,rf4_s4__
256,6592.5,18,219,8,direct,rf4_s4__
320,66236.5,3,10,8,direct,rf8_s1__
384,69173.1,3,12,8,direct,rf8_s1__
64,22981.9,1,4,8,direct,rf8_s1__
128,47497.5,1,3,8,direct,rf8_s1__
192,60624.8,1,5,8,direct,rf8_s1__
256,59098.2,2,8,8,direct,rf8_s1__
320,10367.2,12,192,8,direct,rf8_s2__
384,11896.8,15,182,8,direct,rf8_s2__
64,7650.6,3,13,8,direct,rf8_s2__
128,9149.9,6,94,8,direct,rf8_s2__
192,8898.5,8,171,8,direct,rf8_s2__
256,9100.5,10,203,8,direct,rf8_s2__
