parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
16,2964.47,5,115,32,solrj,rf2_s16_
16,4411.53,4,24,32,solrj,rf2_s4__
32,6738.53,4,97,32,solrj,rf4_s4__
96,3967.53,15,482,32,solrj,rf2_s16_
96,4584.33,17,461,32,solrj,rf2_s4__
176,4283.67,35,1173,32,solrj,rf2_s16_
176,4538.6,37,972,32,solrj,rf2_s4__
192,7225.07,8,779,32,solrj,rf4_s4__
256,4624.13,86,1421,32,solrj,rf2_s16_
256,3941.27,36,1818,32,solrj,rf2_s4__
336,4556.2,100,2431,32,solrj,rf2_s16_
336,4224.93,74,2260,32,solrj,rf2_s4__
352,8494.0,22,1240,32,solrj,rf4_s4__
416,3824.13,169,2792,32,solrj,rf2_s16_
416,4009.93,121,2703,32,solrj,rf2_s4__
496,4312.0,183,2605,32,solrj,rf2_s16_
496,3727.93,173,2508,32,solrj,rf2_s4__
512,8489.4,34,2541,32,solrj,rf4_s4__
576,5499.47,147,2815,32,solrj,rf2_s16_
576,4073.53,192,2482,32,solrj,rf2_s4__
656,5259.47,226,2677,32,solrj,rf2_s16_
656,4472.33,242,2316,32,solrj,rf2_s4__
672,7669.07,74,2735,32,solrj,rf4_s4__
736,5401.0,238,2517,32,solrj,rf2_s16_
736,3898.53,509,1692,32,solrj,rf2_s4__
832,6951.87,134,2892,32,solrj,rf4_s4__
992,7107.87,246,2890,32,solrj,rf4_s4__
1152,8400.47,201,2819,32,solrj,rf4_s4__
1312,8437.0,217,2422,32,solrj,rf4_s4__
1472,8284.07,411,2158,32,solrj,rf4_s4__
