parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,10210.33,122,345,32,direct,rf6_s16_
416,10247.4,141,404,32,direct,rf6_s16_
480,10821.2,156,425,32,direct,rf6_s16_
544,10665.87,174,462,32,direct,rf6_s16_
608,11333.67,182,510,32,direct,rf6_s16_
32,3767.0,7,169,32,direct,rf6_s16_
672,11436.0,202,541,32,direct,rf6_s16_
736,11572.6,217,585,32,direct,rf6_s16_
800,12545.6,220,549,32,direct,rf6_s16_
864,11863.67,244,626,32,direct,rf6_s16_
928,12125.47,257,706,32,direct,rf6_s16_
992,12286.4,266,715,32,direct,rf6_s16_
1056,12609.13,282,755,32,direct,rf6_s16_
1120,12598.07,290,859,32,direct,rf6_s16_
1184,12628.87,309,916,32,direct,rf6_s16_
1248,13042.27,315,946,32,direct,rf6_s16_
96,5037.07,21,296,32,direct,rf6_s16_
1312,12809.73,338,1024,32,direct,rf6_s16_
1376,12859.53,352,1071,32,direct,rf6_s16_
1440,13162.2,359,970,32,direct,rf6_s16_
1504,12961.47,376,1144,32,direct,rf6_s16_
1568,13292.47,383,1030,32,direct,rf6_s16_
1632,13206.47,397,1083,32,direct,rf6_s16_
1696,12697.93,411,1032,32,direct,rf6_s16_
1760,13143.2,430,1012,32,direct,rf6_s16_
1824,13211.07,440,1018,32,direct,rf6_s16_
1888,13316.33,452,945,32,direct,rf6_s16_
160,7123.2,42,295,32,direct,rf6_s16_
1952,12988.6,474,971,32,direct,rf6_s16_
2016,12728.4,485,941,32,direct,rf6_s16_
2080,12706.0,496,895,32,direct,rf6_s16_
2144,13117.8,511,852,32,direct,rf6_s16_
2208,13061.4,526,788,32,direct,rf6_s16_
224,7798.0,83,353,32,direct,rf6_s16_
288,9356.6,102,343,32,direct,rf6_s16_
