parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,6540.07,199,442,32,direct,rf4_s32_
416,6757.53,226,482,32,direct,rf4_s32_
480,6660.13,255,612,32,direct,rf4_s32_
544,7151.47,271,640,32,direct,rf4_s32_
608,7456.53,292,603,32,direct,rf4_s32_
32,2341.53,13,201,32,direct,rf4_s32_
672,7492.67,315,644,32,direct,rf4_s32_
736,7840.67,331,780,32,direct,rf4_s32_
800,8019.87,353,888,32,direct,rf4_s32_
864,8352.27,366,951,32,direct,rf4_s32_
928,7987.8,402,1056,32,direct,rf4_s32_
992,8436.53,409,1034,32,direct,rf4_s32_
1056,8697.47,423,978,32,direct,rf4_s32_
1120,8418.4,456,1063,32,direct,rf4_s32_
1184,8323.0,488,1108,32,direct,rf4_s32_
1248,8468.33,512,1013,32,direct,rf4_s32_
96,3287.13,90,309,32,direct,rf4_s32_
1312,8293.67,520,976,32,direct,rf4_s32_
1376,8438.0,553,953,32,direct,rf4_s32_
1440,8364.33,573,933,32,direct,rf4_s32_
1504,8497.53,590,865,32,direct,rf4_s32_
1568,8727.8,600,791,32,direct,rf4_s32_
1632,8771.4,631,743,32,direct,rf4_s32_
1696,8388.53,669,705,32,direct,rf4_s32_
1760,8892.87,675,637,32,direct,rf4_s32_
1824,7830.13,730,691,32,direct,rf4_s32_
1888,8779.6,722,593,32,direct,rf4_s32_
160,4097.67,151,391,32,direct,rf4_s32_
1952,8562.73,753,554,32,direct,rf4_s32_
2016,8836.47,768,533,32,direct,rf4_s32_
2080,8704.2,801,535,32,direct,rf4_s32_
2144,7258.2,923,549,32,direct,rf4_s32_
2208,8684.27,858,535,32,direct,rf4_s32_
224,5314.6,162,373,32,direct,rf4_s32_
288,5979.8,183,412,32,direct,rf4_s32_
