parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,10543.33,113,369,32,direct,rf2_s4__
416,10749.4,131,407,32,direct,rf2_s4__
480,10839.93,154,471,32,direct,rf2_s4__
544,10562.33,169,699,32,direct,rf2_s4__
608,10477.4,179,916,32,direct,rf2_s4__
32,6398.47,8,112,32,direct,rf2_s4__
672,10624.27,212,762,32,direct,rf2_s4__
736,9439.13,204,1958,32,direct,rf2_s4__
800,10592.53,253,879,32,direct,rf2_s4__
864,10763.47,277,853,32,direct,rf2_s4__
928,10699.67,292,1097,32,direct,rf2_s4__
992,10193.4,264,2269,32,direct,rf2_s4__
1056,9435.87,306,2225,32,direct,rf2_s4__
1120,10218.67,323,2291,32,direct,rf2_s4__
1184,10647.0,368,1268,32,direct,rf2_s4__
1248,9213.73,343,1966,32,direct,rf2_s4__
96,7795.73,24,193,32,direct,rf2_s4__
1312,9139.07,366,1882,32,direct,rf2_s4__
1376,8183.8,491,1532,32,direct,rf2_s4__
1440,9455.13,434,1510,32,direct,rf2_s4__
1504,9581.6,408,1458,32,direct,rf2_s4__
1568,10412.0,459,1306,32,direct,rf2_s4__
1632,9217.13,548,1286,32,direct,rf2_s4__
1696,10311.33,489,1061,32,direct,rf2_s4__
1760,9726.2,478,1217,32,direct,rf2_s4__
1824,8626.47,585,1054,32,direct,rf2_s4__
1888,9472.27,609,1002,32,direct,rf2_s4__
160,9291.73,41,227,32,direct,rf2_s4__
1952,8912.0,640,942,32,direct,rf2_s4__
2016,8344.33,812,759,32,direct,rf2_s4__
2080,9549.13,605,893,32,direct,rf2_s4__
2144,9702.0,612,905,32,direct,rf2_s4__
2208,9863.93,643,819,32,direct,rf2_s4__
224,9482.27,65,297,32,direct,rf2_s4__
288,10288.87,85,333,32,direct,rf2_s4__
