parallel_requests,QPS,median_lat,tail_lat,clustersize,query,rfshards
352,14011.93,78,329,32,direct,rf3_s4__
416,13669.8,91,403,32,direct,rf3_s4__
480,13017.13,103,489,32,direct,rf3_s4__
544,14798.0,124,458,32,direct,rf3_s4__
608,14433.33,140,520,32,direct,rf3_s4__
32,7127.67,6,122,32,direct,rf3_s4__
672,14687.87,158,575,32,direct,rf3_s4__
736,13275.47,148,2445,32,direct,rf3_s4__
800,13042.47,163,2745,32,direct,rf3_s4__
864,13644.4,179,2871,32,direct,rf3_s4__
928,13470.33,195,2323,32,direct,rf3_s4__
992,14338.47,229,1306,32,direct,rf3_s4__
1056,14603.87,246,1217,32,direct,rf3_s4__
1120,14346.6,236,2193,32,direct,rf3_s4__
1184,14806.33,277,1162,32,direct,rf3_s4__
1248,14403.53,252,1994,32,direct,rf3_s4__
96,9604.27,15,185,32,direct,rf3_s4__
1312,14019.93,275,1974,32,direct,rf3_s4__
1376,12603.47,313,1797,32,direct,rf3_s4__
1440,12539.0,346,1825,32,direct,rf3_s4__
1504,13177.47,319,1588,32,direct,rf3_s4__
1568,14219.87,334,1475,32,direct,rf3_s4__
1632,14937.53,377,904,32,direct,rf3_s4__
1696,14622.4,345,1510,32,direct,rf3_s4__
1760,13806.6,462,1561,32,direct,rf3_s4__
1824,13700.8,498,1597,32,direct,rf3_s4__
1888,15243.53,411,1288,32,direct,rf3_s4__
160,11679.0,27,217,32,direct,rf3_s4__
1952,13372.93,519,1498,32,direct,rf3_s4__
2016,13331.87,413,1283,32,direct,rf3_s4__
2080,13803.2,538,1082,32,direct,rf3_s4__
2144,13521.13,480,1229,32,direct,rf3_s4__
2208,14299.07,445,971,32,direct,rf3_s4__
224,12785.07,40,260,32,direct,rf3_s4__
288,13053.33,58,307,32,direct,rf3_s4__
